codigo,SkuEcommerce,CodigoProducto,CodigoBarras,NombreProducto,CodigoIva,Fabricante,PrincipioActivo,Marca,Departamento,Categoría,Subcategoría,PROVEEDOR,ESTADO
291767,106752.0,106752.0,7702433291767,LAPIZ VOGUE CAOBA UNIDAD,19.0,DROGUERIA CUYABRA,-,SERVIDROGAS,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
842869,106753.0,106753.0,7509552842869,PLUMON DELINEADOR VOGUE RESIST NEGRO FRASCO X 1.2 ML,19.0,LOREAL COLOMBIA S.A.S,-,VOGUE,BELLEZA,MAQUILLAJE,OJOS,OTROS PROVEEDORES,ACTIVO
44390000,107081.0,107081.0,44390000,SILICONA PARA CABELLO DISPLAY X 24 UND,0.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
658325386011,108337.0,108337.0,658325386011,SIN K YO CREMA PROTEC.,19.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
658325386042,108338.0,108338.0,658325386042,CANABIS SATIVA CALENDULA ORTI CREMA PROC. 12GR,0.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
658325386134,108340.0,108340.0,658325386134,CURCUMA ARMONIZA 350MG X 60 CAPS,0.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
658325386189,108341.0,108341.0,658325386189,COLAGENO HIDROLIZADO CON VITAMINAS MINERALES 450 GR,0.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
745853173111,108346.0,108346.0,745853173111,CLORURO DE MAGNESIO ARMONIZA 90 CAPSU,0.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
781159050657,108370.0,108370.0,781159050657,FIBRA ARMONIZA AVENA 450 GR,5.0,-,-,0,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
745853173203,109762.0,109762.0,0,CITRATO DE MAGNESIO 90 CAPSULAS,,-,-,DICOLFARMA,NATURALES,,,OTROS PROVEEDORES,ACTIVO
787061,109818.0,109818.0,0,COLORISSIMO EXTRA BRILLO FIESTA 5Mil mililitros,,-,-,LAB. COSMETICOS VOGUE S.A.S,COSMETICOS,,,OTROS PROVEEDORES,ACTIVO
1,109926.0,109926.0,0,CREMA RHINO,,ALTADIS FARMACEUTICA SAS,,MULTIFARMA,-,,,OTROS PROVEEDORES,ACTIVO
573,110657.0,110657.0,0,LABIAL LIQUIDO 3Q ULTRA HD,,-,-,MULTIFARMA,-,,,OTROS PROVEEDORES,ACTIVO
578,110658.0,110658.0,578,LABIAL LIQUIDO ANGEL ROSE,,-,-,MULTIFARMA,-,,,OTROS PROVEEDORES,ACTIVO
594,111189.0,111189.0,0,PESAÑINA MASCARA CURLING,,-,-,MULTIFARMA,-,,,OTROS PROVEEDORES,ACTIVO
781159050541,111323.0,111323.0,0,RELAX FORT 60 Mil mililitros,,-,-,DICOLFARMA,NATURALES,,,OTROS PROVEEDORES,ACTIVO
1386,111749.0,111749.0,0,VILAFAR UNGUENTO,,ALTADIS FARMACEUTICA SAS,,COMIS-GCNG,MEDICAMENTOS OTC,,,OTROS PROVEEDORES,ACTIVO
200045217,200045217.0,200045217.0,200045217,DTE REXONA ROLLON POWDER DRY 50ML ML,,,,,,,,,
200038443,200038443.0,200038443.0,200038443,TOA.TENA MUJER SUPER 10 UND,,,,,,,,,
7703460075900,7703460075900.0,7703460075900.0,7703460075900,JUGO HIT MANGO 500 ML,,,,,,,,,
7622210426963,7622210426963.0,7622210426963.0,7622210426963,HALLS CHERRYLYPTUS 12 BARRAS,,,,,,,,,
200043134,200043134.0,200043134.0,200043134,TRA.NUTRIBELA REPOLARIZACION 24 ML 12UND,,,,,,,,,
100023828,100023828.0,100023828.0,100023828,TOFEDOL ETOFENAMATO 1 GR 2ML AMP HP,,,,,,,,,
200045789,200045789.0,200045789.0,200045789,DTE.BALANCE CRE.CLINICAL PRO MEN 70 GR,,,,,,,,,
200043054,200043054.0,200043054.0,200043054,TRAT. ENGROSADOR TIO NACHO 90 ML (SF),,,,,,,,,
6975294281401,6975294281401.0,6975294281401.0,6975294281401,ASPIRADOR NASAL SURTIDO,,,,,,,,,
100021847,100021847.0,100021847.0,100021847,TRASS 500/85 MG 4 TABLETAS,,,,,,,,,
200045107,200045107.0,200045107.0,200045107,MENTICOL AMARILLO 250ML + 60ML P.E,,,,,,,,,
200003338,200003338.0,200003338.0,200003338,TRANSPORE 1X5 (24X5) DISPENSADOR. 3M,,,,,,,,,
200038468,200038468.0,200038468.0,200038468,TOA.TENA MUJER MINI ALAS 30 UND,,,,,,,,,
7707529430655,7707529430655.0,7707529430655.0,7707529430655,OMEGA 3 X30 CAP TOTAL MAX,,,,,,,,,
200045788,200045788.0,200045788.0,200045788,DTE.BALANCE CRE.CLINICAL CARE WOMEN 70GR,,,,,,,,,
100016337,100016337.0,100016337.0,100016337,TOPICTAL 50 MG 28 TABLETAS (P)27524(SC),,,,,,,,,
110591,110591.0,110591.0,110591,RESVERATROL X 30 CAP FITT,,,,,,,,,
500000003,500000003.0,500000003.0,500000003,GALLETA FESTIVAL VAINILLA X12UND,,,,,,,,,
7707277881631,7707277881631.0,7707277881631.0,7707277881631,"FACTOR POLVO 2,5 30 SOBRES ",,,,,,,,,
200038459,200038459.0,200038459.0,200038459,TOA.TENA MUJER MEDIUM 30 UND,,,,,,,,,
A0070,,nan,A0070,PAÑAL WINNY ULTRATRIM SEC ETAPA 4 POR 16  UND,,,,,,,,,
200038115,200038115.0,200038115.0,200038115,TRA.NUTRIBELA TERMOPROTEC.INTENSIV.300ML,,,,,,,,,
7622202015205,7622202015205.0,7622202015205.0,7622202015205,HALL TUBO EXTRAFUERTE X 12 UND,,,,,,,,,
7702090029512,7702090029512.0,7702090029512.0,7702090029512,GASEOSA MANZANA POSTOBON 1.5 LT,,,,,,,,,
A0097,,nan,A0097,TOALLITAS WINNY ALOE Y VIT E 70 UND,,,,,,,,,
YE1367,,nan,YE1367,CORTA UÑAS LK-350 YE 1367,,,,,,,,,
500000014,500000014.0,500000014.0,500000014,CHOCOLATINA JET LECHE 11 GR X50 UND,,,,,,,,,
E433,,nan,E433,PAÑAL WINNY SENSITIVE GOLD ETAPA 0 POR 30 UND,,,,,,,,,
100015425,100015425.0,100015425.0,100015425,TOBRAOFTAL 0.3 % GOTAS,,,,,,,,,
100027502,100027502.0,100027502.0,100027502,TRAMADOL 50MG/1ML 5 AMP GF,,,,,,,,,
500000007,500000007.0,500000007.0,500000007,GALLETA FESTIVAL MINICHIPS X12UND,,,,,,,,,
7702007080377,7702007080377.0,7702007080377.0,7702007080377,JUMBO MANI 12UND 35GR,,,,,,,,,
100015426,100015426.0,100015426.0,100015426,TOBRAOFTAL D GOTAS 5 ML,,,,,,,,,
7707263000213,7707263000213.0,7707263000213.0,7707263000213,AMPLIEX 500 MG 100 CAPSULAS,,,,,,,,,
745853173128,745853173128.0,745853173128.0,745853173128,CASTAÑO DE INDIAS ARMONIZA 60 CAPSU,,,,,,,,,
100027479,100027479.0,100027479.0,100027479,AZITROMICINA 500 MG 3 TABS,,,,,,,,,
D120,,nan,D120,CORTISOLONA CREMA 40 GR,,,,,,,,,
7703460077287,100000.0,100000.0,7703460077287,MARGARITA ONDULADAS TOMATE 105 GR,19.0,PEPSICO ,-,PEPSICO ,FORMULADO,FORMULADO,FORMULADO,OTROS PROVEEDORES,ACTIVO
200036058,100001.0,200036058.0,7702123010999,OFERTA LOCION ACID MANTLE X 120 ML X 2 UD PRECIO ESPECIAL UND X 2 UND,0.0,BAYER S A,ACETATO DE ALUMINIO,ACID MANTLE,CUIDADO PERSONAL,CUIDADO CORPORAL,ESPECIALIZADO,COOPIDROGAS,ACTIVO
200041128,100002.0,200041128.0,7702044273442,2 ARDEN FOR MEN CREMA X 135 GR + SPR 240 ML,19.0,PREBEL S.A,,PREBEL S.A,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200041537,100003.0,200041537.0,7702044273879,DESODORANTE ARDEN FOR MEN CLINICAL POWER PROTECH AEROSOL PRECIO ESPECIAL SPRAY X 330 ML,19.0,PREBEL S.A. ,DESODORANTE EN SPRAY,ARDEN FOR MEN,CUIDADO PERSONAL,DESODORANTES,CLINICAL,COOPIDROGAS,ACTIVO
200026811,100004.0,200026811.0,7702044225403,2 AUTOBRONCEADOR NUDE CREMA 120 ML,19.0,PREBEL S.A,AUTOBRONCEADORES,PREBEL S.A,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,DESCODIFICADO
200026812,100005.0,200026812.0,7702044190145,OFERTA BIO-OIL ACEITE X 60 ML LLEVE 2 PRECIO ESPECIAL,19.0,PREBEL S.A. ,-,BIO-OIL,CUIDADO PERSONAL,CUIDADO CORPORAL,ESPECIALIZADO,COOPIDROGAS,DESCODIFICADO
200035382,100006.0,200035382.0,7702044199278,OFERTA NUDE BRONCEADOR ACEITE FPS 2 UND X 2 UND,19.0,PREBEL S.A. ,BLOQUEADORES,NUDE,CUIDADO PERSONAL,SOLARES,BRONCEADORES Y AUTOBRONCEADORES,COOPIDROGAS,ACTIVO
200025231,100007.0,200025231.0,7509546687414,CEPILLO DE DIENTES MEDIO COLGATE 360° X2 + CREMA DENTAL TOTAL 12 PRECIO ESPECIAL,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200029330,100008.0,200029330.0,7509546031828,OFERTA CEPILLO DENTAL COLGATE EXTRA CLEAN DURO X 2 UND UND X 2 UND,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200044270,100009.0,200044270.0,7509546686929,CEPILLO DE DIENTES COLGATE SENSITIVE ULTRA SUAVE X 2 UND,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200043540,100010.0,200043540.0,7509546061689,CEPILLO DE DIENTES SUAVE COLGATE SLIM SOFT BLACK X2UND CAJA X 2 UND,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,NUEVO
200040396,100011.0,200040396.0,7509546069982,CEPILLO DE DIENTES MEDIO COLGATE TRIPLE ACCION EXTRA BLANCURA X 2 UND BLISTER X 2 UND,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200030688,100012.0,200030688.0,7702010130632,OFERTA CEPILLO DENTAL COLGATE TWISTER MEDIO X 2 UND + 2 POTACABEZAS UND X 2 UND,19.0,COLGATE,CEPILLO DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200044389,100013.0,200044389.0,7500435210430,2 CEPILLO ORAL-B SENSITIVE INDICATOR BLACK SUAVE,19.0,PROCTER  GAMBLE COLOMBIA,,PROCTER  GAMBLE COLOMBIA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,DESCODIFICADO
200039901,100014.0,200039901.0,7702560036286,CEPILLO FLUOCARDENT BLANCURA MAX PACK X 2 UND,19.0,J G B S A,CEPILLO DENTAL,FLUOCARDENT,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200039900,100015.0,200039900.0,7702560030888,CEPILLO FLUOCARDENT LIMPIEZA MAX PACK X 2 UND,19.0,J G B S A,CEPILLO DENTAL,FLUOCARDENT,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200042662,100016.0,200042662.0,7500435170963,CEPILLO DENTAL ORAL-B ADVANCED 7 BENEFICIOS CON CARBON DISPLAY X 2 UND,19.0,PROCTER Y GAMBLE COLOMBIA LTDA.,CEPILLO DENTAL,ORAL-B,CUIDADO PERSONAL,HIGIENE ORAL,CEPILLOS DENTALES,COOPIDROGAS,ACTIVO
200038363,100017.0,200038363.0,650240033902,OFERTA MEDICASP CHAMPU CAPILAR ANTICASPA KETOCONAZOL,19.0,GENOMMA LAB COLOMBIA LTDA,KETOCONAZOL,MEDICASP,CUIDADO PERSONAL,CUIDADO CAPILAR,SHAMPOO,COOPIDROGAS,ACTIVO
200032808,100018.0,200032808.0,7509546061863,CREMA DENTAL BLANQUEADORA COLGATE LUMINOUS WHITE BRILLIANT X 2 UNDS CAJA X 75 ML,19.0,COLGATE,CREMA DENTAL,COLGATE,CUIDADO PERSONAL,HIGIENE ORAL,CREMAS DENTALES,COOPIDROGAS,ACTIVO
200034757,100019.0,200034757.0,7702006400923,OFERTA CREMA PEINAR SEDAL RIZOS X 2 FRASCO X 300 ML,19.0,UNILEVER ANDINA COLOMBIA LTDA,CREMA PARA PEINAR,SEDAL,CUIDADO PERSONAL,CUIDADO CAPILAR,CREMAS DE PEINAR,COOPIDROGAS,ACTIVO
200042563,100020.0,200042563.0,7500435177023,2 CREMA DENTAL ORAL-B 3DW 67 ML,19.0,PROCTER  GAMBLE COLOMBIA,,PROCTER  GAMBLE COLOMBIA,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200027655,100021.0,200027655.0,7702044199858,OFERTA DESODORANTE ARDEN FOR MEN CREMA MEGACONTENIDO LLEVE 2 X 135 GR,19.0,PREBEL S.A. ,DESODORANTE EN CREMA,ARDEN FOR MEN,CUIDADO PERSONAL,DESODORANTES,CREMAS,COOPIDROGAS,ACTIVO
200039428,100022.0,200039428.0,7702006401661,2 DESODORANTE AXE SECO SPRAY ICE CHILL 152 ML,19.0,ALTADIS FARMACEUTICA SAS,,ALTADIS FARMACEUTICA SAS,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200035556,100023.0,200035556.0,7702045557275,OFERTA DESODORANTE BALANCE ACLARADO RADIANTE ROLLON,19.0,HENKEL COLOMBIANA S A S,DESODORANTE EN ROLLON,BALANCE,CUIDADO PERSONAL,DESODORANTES,ROLLON,COOPIDROGAS,ACTIVO
200031753,100024.0,200031753.0,7702045557237,DESODORANTE BALANCE ROLL ON PROTECCION CONTRA MANCHAS INVISIBLE HOMBRE 2 X 50ML,19.0,HENKEL COLOMBIANA S A S,DESODORANTE EN ROLLON,BALANCE,CUIDADO PERSONAL,DESODORANTES,ROLLON,COOPIDROGAS,ACTIVO
200042151,100025.0,200042151.0,7702113619546,2 DESODORANTE DEOPIES ANTIBACTERIAL 260 ML + DEOP.50ML,19.0,RECAMIER S.A.,SPRAY,RECAMIER S.A.,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200042152,100026.0,200042152.0,7702113619577,2 DESODORANTE DEOPIES ANTITRANSPIRANTE 260 ML + DEOP.50ML,19.0,RECAMIER S.A.,SPRAY,RECAMIER S.A.,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200042154,100027.0,200042154.0,7702113619553,2 DESODORANTE DEOPIES CLINICAL 260ML+ DEOP.50ML,19.0,RECAMIER S.A.,SPRAY,RECAMIER S.A.,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200042126,100028.0,200042126.0,7702113619560,2 DESODORANTE DEOPIES XTREME 260ML+DEOP.50ML,19.0,RECAMIER S.A.,SPRAY,RECAMIER S.A.,FORMULADO,FORMULADO,FORMULADO,COOPIDROGAS,ACTIVO
200030400,100029.0,200030400.0,7702044246866,OFERTA DESODORANTE ELIZABETH ARDEN CREMA MEGA CONTENIDO LLEVE 2 X 60 GR,19.0,PREBEL S.A. ,DESODORANTE EN CREMA,ELIZABETH ARDEN,CUIDADO PERSONAL,DESODORANTES,CREMAS,COOPIDROGAS,ACTIVO
200036863,100030.0,200036863.0,7702044246859,OFERTA DESODORANTE ELIZABETH ARDEN CREMA MEGA CONTENIDO LLEVE 2 X 135 GR UND X 2 UND,19.0,PREBEL S.A. ,DESODORANTE EN CREMA,ELIZABETH ARDEN,CUIDADO PERSONAL,DESODORANTES,CREMAS,COOPIDROGAS,ACTIVO
200036623,100031.0,200036623.0,7500435128315,DESODORANTE ANTITRANSPIRANTE HOMBRE GILLETTE SPECIALIZED GEL ANTIBACTERIAL FRASCO X 226 GR,19.0,PROCTER Y GAMBLE COLOMBIA LTDA.,DESODORANTE EN GEL,GILLETTE,CUIDADO PERSONAL,DESODORANTES,GEL,COOPIDROGAS,ACTIVO
200043160,100032.0,200043160.0,7500435202497,GEL INVISIBLE ANTITRANSPIRANTE GILLETTE SPECIALIZED TRAINING GUARD 82 G PRECIO ESPECIAL PAQUETE X 2 UND,19.0,PROCTER Y GAMBLE COLOMBIA LTDA.,DESODORANTE EN GEL,GILLETTE,CUIDADO PERSONAL,DESODORANTES,GEL,COOPIDROGAS,ACTIVO
200037960,100033.0,200037960.0,7702003005497,OFERTA DESODORANTE NIVEA MEN BLACK & WHITE BARRA 2 X 50 ML,19.0,B.D.F. DE COLOMBIA,DESODORANTE EN BARRA,NIVEA,CUIDADO PERSONAL,DESODORANTES,BARRA,COOPIDROGAS,ACTIVO
