punto_de_venta,codigo,nombre_producto,inventario_caja,inventario_blister,inventario_unidad,venta_m3,venta_m2,venta_m1,promedio_venta,prom_2_meses,rotacion_diaria,Fecha_activacion,clasificacion,inv_minimo,inv_maximo,inv_fraccion,desviacion_inventario,cant_compra,mayor_costo,inv_avaluado,compra_valuada,cant_exceso
bella_suiza 40350,100024726,DEXONAV JBE 120 ML ICOM,4.0,0.0,0.0,10.0,11.0,6.0,9.0,8.5,0.3,,E,5.0,5.0,4.0,deficit,1.0,7252.5,29010.0,7252.5,0.0
bella_suiza 40350,100024824,ALCOHOL ANTISEP. ALCOPY 700 ML UND,4.0,0.0,0.0,11.0,9.0,10.0,10.0,9.5,0.3333,,E,5.0,5.0,4.0,deficit,1.0,6473.0,25892.0,6473.0,0.0
bella_suiza 40350,100025381,ELECTROLIT HIDRATANTE MARACUYA 625 ML.,38.0,0.0,0.0,71.0,84.0,81.0,78.67,82.5,2.6222,,E,42.0,42.0,38.0,deficit,4.0,6804.82,258583.16,27219.28,0.0
bella_suiza 40350,100026727,CLEXANE 40M/0.4ML 10J/P(P)130648(SC)(SF),1.0,0.0,2.0,3.0,0.0,1.5,1.5,0.75,0.05,,B,2.0,2.0,1.2,deficit,1.0,130647.0,156776.4,130647.0,0.0
bella_suiza 40350,100026840,ENSURE ADVANCE LIQ RPB VAINILLA 220ML,2.0,0.0,0.0,4.0,11.0,5.0,6.67,8.0,0.2222,,E,4.0,4.0,2.0,deficit,2.0,12025.88,24051.76,24051.76,0.0
bella_suiza 40350,100027022,ATIFLAN 50 MG 20 TBS MQ ICOM,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0667,11/12/2024,N,6.0,6.0,2.0,deficit,4.0,4622.1,9244.2,18488.4,0.0
bella_suiza 40350,100027022,ATIFLAN 50 MG 20 TBS MQ ICOM,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0667,11/12/2024,N,6.0,6.0,2.0,deficit,4.0,4622.1,9244.2,18488.4,0.0
bella_suiza 40350,100027710,ESCITALOPRAM 20 MG 30 TABS LS,2.0,0.0,0.0,0.0,0.0,4.0,1.33,2.0,0.0444,29/01/2025,N,4.0,4.0,2.0,deficit,2.0,48440.0,96880.0,96880.0,0.0
bella_suiza 40350,200001991,CYCLOFEM 1 AMPOLLA,6.0,0.0,0.0,19.0,5.0,14.0,12.67,9.5,0.4222,,E,7.0,7.0,6.0,deficit,1.0,20027.24,120163.44,20027.24,0.0
bella_suiza 40350,200016580,DEXEX PUNTO G 3 UND ICOM,1.0,0.0,0.0,0.0,4.0,5.0,3.0,4.5,0.1,,A,2.0,2.0,1.0,deficit,1.0,1783.0,1783.0,1783.0,0.0
bella_suiza 40350,200020009,DTE.REXONA CLIN.CREM.CLASSIC WOM.48 GR M,1.0,0.0,0.0,2.0,1.0,4.0,2.33,2.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,17770.0,17770.0,17770.0,0.0
bella_suiza 40350,200026575,BLONDOR CAMOMILA Y MANZAN.10 SBS 20 GR,0.0,0.0,1.0,0.6,0.3,0.0,0.3,0.15,0.01,,L,1.0,1.0,0.1,deficit,1.0,30509.0,3050.9,30509.0,0.0
bella_suiza 40350,200035298,CRE.ADHE.PROTESI WHO. SINSABOR 25GR ICOM,1.0,0.0,0.0,1.0,2.0,4.0,2.33,3.0,0.0778,,A,2.0,2.0,1.0,deficit,1.0,7821.0,7821.0,7821.0,0.0
bella_suiza 40350,200036750,CRE DENTAL COLGATE GEL KIDS FRESA 50 GR,1.0,0.0,0.0,2.0,2.0,3.0,2.33,2.5,0.0778,,A,2.0,2.0,1.0,deficit,1.0,2814.25,2814.25,2814.25,0.0
bella_suiza 40350,200038534,2 TOA.KOTEX NOCTURNA TELA 8 UND PR.PACK,1.0,0.0,0.0,2.0,2.0,4.0,2.67,3.0,0.0889,,A,2.0,2.0,1.0,deficit,1.0,12124.0,12124.0,12124.0,0.0
bella_suiza 40350,200039881,CHOCMELOS CORAZON 10 UNIDADES,0.0,0.0,1.0,0.2,1.0,0.9,0.7,0.95,0.0233,,B,1.0,1.0,0.1,deficit,1.0,15392.0,1539.2,15392.0,0.0
bella_suiza 40350,200044615,CHOCOLATINA JUMBO MANI 35 GR 24 UNDS,0.0,0.0,8.0,1.83,1.75,0.92,1.5,1.34,0.05,,B,2.0,2.0,0.67,deficit,1.0,0.0,0.0,0.0,0.0
bella_suiza 40350,200044616,CHOCOLATINA JUMBO MANI 90 GR 12 UNDS,3.0,0.0,0.0,6.0,6.0,9.0,7.0,7.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,5607.5,16822.5,5607.5,0.0
bella_suiza 40350,200044616,CHOCOLATINA JUMBO MANI 90 GR 12 UNDS,3.0,0.0,0.0,6.0,6.0,9.0,7.0,7.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,10610.7,31832.1,10610.7,0.0
bella_suiza 40350,7702189045577,Cheetos Boliqueso 160 Gr,1.0,0.0,0.0,2.0,0.0,3.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,4629.0,4629.0,4629.0,0.0
bella_suiza 40350,7702189053817,DORITOS MEGAQUESO 43 GR,5.0,0.0,0.0,14.0,14.0,6.0,11.33,10.0,0.3778,,E,6.0,6.0,5.0,deficit,1.0,1594.0,7970.0,1594.0,0.0
bella_suiza 40350,7702189056788,CHEESE TRIS QUESO 42 GR,2.0,0.0,0.0,2.0,13.0,12.0,9.0,12.5,0.3,,E,5.0,5.0,2.0,deficit,3.0,1304.21,2608.42,3912.63,0.0
bella_suiza 40350,7702189056849,Cheetos Maxi Natural 40 Gr,2.0,0.0,0.0,6.0,7.0,2.0,5.0,4.5,0.1667,,E,3.0,3.0,2.0,deficit,1.0,1304.0,2608.0,1304.0,0.0
bella_suiza 40350,7702189057624,DETODITO BBQ 165 GR,1.0,0.0,0.0,3.0,2.0,3.0,2.67,2.5,0.0889,,A,2.0,2.0,1.0,deficit,1.0,5484.0,5484.0,5484.0,0.0
bella_suiza 40350,7702189057624,DETODITO BBQ 165 GR,1.0,0.0,0.0,3.0,2.0,3.0,2.67,2.5,0.0889,,A,2.0,2.0,1.0,deficit,1.0,5484.0,5484.0,5484.0,0.0
bella_suiza 40350,7702189057631,DETODITO MIX 165 GR,1.0,0.0,0.0,6.0,2.0,2.0,3.33,2.0,0.1111,,A,2.0,2.0,1.0,deficit,1.0,5484.0,5484.0,5484.0,0.0
bella_suiza 40350,7702189057631,DETODITO MIX 165 GR,1.0,0.0,0.0,6.0,2.0,2.0,3.33,2.0,0.1111,,A,2.0,2.0,1.0,deficit,1.0,5484.0,5484.0,5484.0,0.0
bella_suiza 40350,7702402057554,Choco Cono Bakano 110 Gr,3.0,0.0,0.0,5.0,10.0,11.0,8.67,10.5,0.2889,,E,5.0,5.0,3.0,deficit,2.0,2048.67,6146.01,4097.34,0.0
bella_suiza 40350,7702535011089,COCA-COLA 400ML X 12UN,7.0,0.0,0.0,10.0,19.0,24.0,17.67,21.5,0.5889,,E,9.0,9.0,7.0,deficit,2.0,1882.44,13177.08,3764.88,0.0
bella_suiza 40350,7702535011089,COCA-COLA 400ML X 12UN,7.0,0.0,0.0,10.0,19.0,24.0,17.67,21.5,0.5889,,E,9.0,9.0,7.0,deficit,2.0,2184.83,15293.81,4369.66,0.0
bella_suiza 40350,7702535011089,COCA-COLA 400ML X 12UN,7.0,0.0,0.0,10.0,19.0,24.0,17.67,21.5,0.5889,,E,9.0,9.0,7.0,deficit,2.0,1882.33,13176.31,3764.66,0.0
bella_suiza 40350,7702535011119,COCA-COLA SIN AZUCAR 400ML X12UND,3.0,0.0,0.0,6.0,8.0,7.0,7.0,7.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,2016.83,6050.49,2016.83,0.0
bella_suiza 40350,7702535011119,COCA-COLA SIN AZUCAR 400ML X12UND,3.0,0.0,0.0,6.0,8.0,7.0,7.0,7.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,2016.83,6050.49,2016.83,0.0
bella_suiza 40350,7702535013212,AGUA BRISA SABORIZADA MANZANA 600 ML,1.0,0.0,0.0,14.0,3.0,17.0,11.33,10.0,0.3778,,E,6.0,6.0,1.0,deficit,5.0,1400.5,1400.5,7002.5,0.0
bella_suiza 40350,7702535024423,COCA-COLA ORIGINAL 1.5 LT,6.0,0.0,0.0,46.0,32.0,19.0,32.33,25.5,1.0778,,E,17.0,17.0,6.0,deficit,11.0,4238.26,25429.56,46620.86,0.0
bella_suiza 40350,7702535024447,Coca-cola 3 L,3.0,0.0,0.0,10.0,6.0,5.0,7.0,5.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,7941.0,23823.0,7941.0,0.0
bella_suiza 40350,7703460061804,AGUA BRISA SABORIZADA MARACUYA 600 ML,4.0,0.0,0.0,10.0,5.0,14.0,9.67,9.5,0.3222,,E,5.0,5.0,4.0,deficit,1.0,1400.5,5602.0,1400.5,0.0
bella_suiza 40350,7703460075993,NATUCHIPS MADURO 38 GR,1.0,0.0,0.0,4.0,6.0,10.0,6.67,8.0,0.2222,,E,4.0,4.0,1.0,deficit,3.0,1594.0,1594.0,4782.0,0.0
bella_suiza 40350,7703460076891,Choclitos Limon 45  Gr,3.0,0.0,0.0,8.0,6.0,7.0,7.0,6.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,1304.0,3912.0,1304.0,0.0
bella_suiza 40350,7703460076891,Choclitos Limon 45  Gr,3.0,0.0,0.0,8.0,6.0,7.0,7.0,6.5,0.2333,,E,4.0,4.0,3.0,deficit,1.0,1304.0,3912.0,1304.0,0.0
bella_suiza 40350,7703712080454,DERMA3  40 GRAMOS,2.0,0.0,0.0,3.0,5.0,7.0,5.0,6.0,0.1667,,E,3.0,3.0,2.0,deficit,1.0,20400.0,40800.0,20400.0,0.0
bella_suiza 40350,7703712080454,DERMA3  40 GRAMOS,2.0,0.0,0.0,3.0,5.0,7.0,5.0,6.0,0.1667,,E,3.0,3.0,2.0,deficit,1.0,18900.0,37800.0,18900.0,0.0
bella_suiza 40350,7703712080638,ATRIXIB CELECOX. 200MG 10 CAP,1.0,0.0,0.0,3.0,0.0,2.0,1.67,1.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,13100.0,13100.0,13100.0,0.0
bella_suiza 40350,7703712080638,ATRIXIB CELECOX. 200MG 10 CAP,1.0,0.0,0.0,3.0,0.0,2.0,1.67,1.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,14042.5,14042.5,14042.5,0.0
bella_suiza 40350,7703712080638,ATRIXIB CELECOX. 200MG 10 CAP,1.0,0.0,0.0,3.0,0.0,2.0,1.67,1.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,39300.0,39300.0,39300.0,0.0
bella_suiza 40350,7703712080638,ATRIXIB CELECOX. 200MG 10 CAP,1.0,0.0,0.0,3.0,0.0,2.0,1.67,1.0,0.0556,,B,2.0,2.0,1.0,deficit,1.0,16066.67,16066.67,16066.67,0.0
bella_suiza 40350,7705326012395,Bimbolete Vainilla 55 Gr Bimbo,2.0,0.0,0.0,0.0,6.0,5.0,3.67,5.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,1258.91,2517.82,1258.91,0.0
bella_suiza 40350,7705326070371,Chocoso 65 Gr,4.0,0.0,0.0,14.0,7.0,5.0,8.67,6.0,0.2889,,E,5.0,5.0,4.0,deficit,1.0,1355.0,5420.0,1355.0,0.0
bella_suiza 40350,7707019365436,ATRINAL ETORICOXIB 120MG X 15 TBA,6.0,0.0,0.0,1.0,2.0,4.0,2.33,3.0,0.0778,3/12/2024,N,7.0,7.0,6.0,deficit,1.0,18600.0,111600.0,18600.0,0.0
bella_suiza 40350,7707019365436,ATRINAL ETORICOXIB 120MG X 15 TBA,6.0,0.0,0.0,1.0,2.0,4.0,2.33,3.0,0.0778,3/12/2024,N,7.0,7.0,6.0,deficit,1.0,18600.0,111600.0,18600.0,0.0
bella_suiza 40350,100007941,METRONIDAZOL 500 MG 40 TABLETAS MK,0.0,1.0,0.0,1.0,0.0,1.75,0.92,0.88,0.0306,,B,1.0,1.0,0.25,deficit,1.0,10074.0,2518.5,10074.0,0.0
bella_suiza 40350,100016259,SUERO FISIOLOGICO QUIBI BOLSA 100 ML,1.0,0.0,0.0,2.0,23.0,7.0,10.67,15.0,0.3556,,E,6.0,6.0,1.0,deficit,5.0,2940.11,2940.11,14700.55,0.0
bella_suiza 40350,100017296,SULFASALAZINA 500 MG 10 TABLETAS RC,1.0,0.0,0.0,14.0,0.0,16.0,10.0,8.0,0.3333,,E,5.0,5.0,1.0,deficit,4.0,10978.16,10978.16,43912.64,0.0
bella_suiza 40350,100020316,NAPROXENO 250 MG 10 CAP ICOM MQ,2.0,0.0,0.0,3.0,7.0,7.0,5.67,7.0,0.1889,,E,3.0,3.0,2.0,deficit,1.0,4287.0,8574.0,4287.0,0.0
bella_suiza 40350,100020802,HIDRAPLUS 75 ZINC UVA 400 ML SUERO O,8.0,0.0,0.0,7.0,23.0,20.0,16.67,21.5,0.5556,,E,9.0,9.0,8.0,deficit,1.0,9788.17,78305.36,9788.17,0.0
bella_suiza 40350,100020803,HIDRAPLUS 75 ZINC CEREZA 400 ML SUERO O,2.0,0.0,0.0,5.0,13.0,8.0,8.67,10.5,0.2889,,E,5.0,5.0,2.0,deficit,3.0,9788.17,19576.34,29364.51,0.0
bella_suiza 40350,100022133,HIDRASOL 60 CON ZINC MANZANA 500ML ICOM,4.0,0.0,0.0,7.0,17.0,18.0,14.0,17.5,0.4667,,E,7.0,7.0,4.0,deficit,3.0,6288.97,25155.88,18866.91,0.0
bella_suiza 40350,100022410,SALBUTAMOL SACRUSYT INHAL 200 DOSIS,4.0,0.0,0.0,9.0,10.0,11.0,10.0,10.5,0.3333,,E,5.0,5.0,4.0,deficit,1.0,17327.21,69308.84,17327.21,0.0
bella_suiza 40350,100023743,ROSUVASTATINA 40MG 30 TBS ECAR (A)(3%+),1.0,0.0,0.0,0.0,1.0,1.0,0.67,1.0,0.0222,19/12/2024,N,2.0,2.0,1.0,deficit,1.0,140161.0,140161.0,140161.0,0.0
bella_suiza 40350,100026148,HIDRASOL 60 CON ZINC COCO 500ML ICOM,11.0,0.0,0.0,25.0,20.0,35.0,26.67,27.5,0.8889,,E,14.0,14.0,11.0,deficit,3.0,6289.0,69179.0,18867.0,0.0
bella_suiza 40350,100027412,VITAMIN C+ZIN+B2 NUTRAZUL 20T.EFE (SAV),1.0,0.0,0.0,2.0,3.0,3.0,2.67,3.0,0.0889,,A,2.0,2.0,1.0,deficit,1.0,14407.5,14407.5,14407.5,0.0
bella_suiza 40350,100028410,ROSUVINA 20 MG 30 TBS,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5,0.0333,29/01/2025,N,3.0,3.0,2.0,deficit,1.0,56179.33,112358.66,56179.33,0.0
bella_suiza 40350,200001727,VICK VAPORUB 50 GR(PDB),2.0,0.0,0.0,5.0,4.0,7.0,5.33,5.5,0.1778,,E,3.0,3.0,2.0,deficit,1.0,18606.33,37212.66,18606.33,0.0
bella_suiza 40350,200004335,LA ESPECIAL MANI KRAKS 25GR,0.0,0.0,2.0,3.08,0.5,0.25,1.28,0.38,0.0426,,B,1.0,1.0,0.17,deficit,1.0,0.0,0.0,0.0,0.0
bella_suiza 40350,200019488,KIT DE INYECTOLOGIA INVERFARMA,8.0,0.0,0.0,13.0,29.0,16.0,19.33,22.5,0.6444,,E,10.0,10.0,8.0,deficit,2.0,1572.98,12583.84,3145.96,0.0
bella_suiza 40350,200024541,GEL LUBRICANTE INTIMO DEXEX 50 GR ICOM,1.0,0.0,0.0,3.0,3.0,4.0,3.33,3.5,0.1111,,A,2.0,2.0,1.0,deficit,1.0,11524.25,11524.25,11524.25,0.0
bella_suiza 40350,200031577,OXIGENTA IGORA 20VOL X 50ML,1.0,0.0,0.0,1.0,4.0,3.0,2.67,3.5,0.0889,,A,2.0,2.0,1.0,deficit,1.0,3414.25,3414.25,3414.25,0.0
bella_suiza 40350,200034174,MICROPORE PIEL FAST CARE 2X5 DIS. ICOM,1.0,0.0,0.0,5.0,9.0,15.0,9.67,12.0,0.3222,,E,5.0,5.0,1.0,deficit,4.0,4241.0,4241.0,16964.0,0.0
bella_suiza 40350,200036246,NUCITA BANDEJA COMBINADA 18 UND DISPLAY,0.0,0.0,7.0,1.33,0.0,0.61,0.65,0.3,0.0216,,B,1.0,1.0,0.39,deficit,1.0,8815.0,3437.85,8815.0,0.0
bella_suiza 40350,200038465,TOA.TENA MUJER SUPER 30 UND,1.0,0.0,0.0,4.0,3.0,4.0,3.67,3.5,0.1222,,A,3.0,3.0,1.0,deficit,2.0,45152.0,45152.0,90304.0,0.0
bella_suiza 40350,200043264,PASAB ESPECIAL ARANDALO 40 GR CAJA 12UND,0.0,0.0,5.0,0.58,0.67,0.33,0.53,0.5,0.0176,,B,1.0,1.0,0.42,deficit,1.0,0.0,0.0,0.0,0.0
bella_suiza 40350,200043974,PANITOS HUM.PEQUENIN ALMENDRA 100 UNDS,1.0,0.0,0.0,5.0,4.0,4.0,4.33,4.0,0.1444,,E,2.0,2.0,1.0,deficit,1.0,7893.5,7893.5,7893.5,0.0
bella_suiza 40350,500000165,PALETA ALOHA NIVELES 65 GR,10.0,0.0,0.0,0.0,5.0,9.0,4.67,7.0,0.1556,4/01/2025,N,14.0,14.0,10.0,deficit,4.0,1454.0,14540.0,5816.0,0.0
bella_suiza 40350,7500810028094,TAKIS BLUE HEAT 50 GR,1.0,0.0,0.0,0.0,5.0,7.0,4.0,6.0,0.1333,,E,2.0,2.0,1.0,deficit,1.0,2407.44,2407.44,2407.44,0.0
bella_suiza 40350,7700456487723,HUEVOS  XL 15 UND KIKE,1.0,0.0,0.0,10.0,9.0,6.0,8.33,7.5,0.2778,,E,4.0,4.0,1.0,deficit,3.0,8175.0,8175.0,24525.0,0.0
bella_suiza 40350,7702007080339,JUMBO MANI 24 UNID 17GR,0.0,0.0,10.0,0.33,0.42,0.92,0.56,0.67,0.0186,,B,1.0,1.0,0.42,deficit,1.0,20380.8,8559.94,20380.8,0.0
bella_suiza 40350,7702189045751,NATUCHIPS MADURO 135 GR,1.0,0.0,0.0,2.0,4.0,6.0,4.0,5.0,0.1333,,E,2.0,2.0,1.0,deficit,1.0,4985.0,4985.0,4985.0,0.0
bella_suiza 40350,7702189045751,NATUCHIPS MADURO 135 GR,1.0,0.0,0.0,2.0,4.0,6.0,4.0,5.0,0.1333,,E,2.0,2.0,1.0,deficit,1.0,4985.0,4985.0,4985.0,0.0
bella_suiza 40350,7702189056047,MARGARITA POLLO 36 GR,2.0,0.0,0.0,6.0,9.0,12.0,9.0,10.5,0.3,,E,5.0,5.0,2.0,deficit,3.0,1594.0,3188.0,4782.0,0.0
bella_suiza 40350,7702535011089,COCA-COLA 400ML X 12UN,7.0,0.0,0.0,10.0,19.0,24.0,17.67,21.5,0.5889,,E,9.0,9.0,7.0,deficit,2.0,2185.0,15295.0,4370.0,0.0
bella_suiza 40350,7703460075993,NATUCHIPS MADURO 38 GR,1.0,0.0,0.0,4.0,6.0,10.0,6.67,8.0,0.2222,,E,4.0,4.0,1.0,deficit,3.0,1594.0,1594.0,4782.0,0.0
bella_suiza 40350,7705326002600,Ponque Artesano Banano 75 Gr,1.0,0.0,0.0,3.0,4.0,4.0,3.67,4.0,0.1222,,A,3.0,3.0,1.0,deficit,2.0,2338.0,2338.0,4676.0,0.0
bella_suiza 40350,7705326073778,SUBMARINO MORA 35 GR,1.0,0.0,0.0,3.0,2.0,2.0,2.33,2.0,0.0778,,A,2.0,2.0,1.0,deficit,1.0,899.0,899.0,899.0,0.0
bella_suiza 40350,7705326073778,SUBMARINO MORA 35 GR,1.0,0.0,0.0,3.0,2.0,2.0,2.33,2.0,0.0778,,A,2.0,2.0,1.0,deficit,1.0,899.0,899.0,899.0,0.0
bella_suiza 40350,7705326079022,SUBMARINO AREQUIPE 35 GR,2.0,0.0,0.0,4.0,4.0,10.0,6.0,7.0,0.2,,E,3.0,3.0,2.0,deficit,1.0,899.0,1798.0,899.0,0.0
bella_suiza 40350,7707332986929,NEWTARPAN 5MG 30 TBLS,2.0,0.0,1.0,5.67,5.33,5.67,5.56,5.5,0.1852,,E,3.0,3.0,2.33,deficit,1.0,17000.01,39610.02,17000.01,0.0
bella_suiza 40350,100005265,PAX DIA NARANJA 24 SBS,1.0,0.0,3.0,1.5,1.58,1.29,1.46,1.44,0.0486,,B,2.0,2.0,1.12,deficit,1.0,52210.0,58475.2,52210.0,0.0
bella_suiza 40350,100007939,LORATADINA 10 MG 10 TABLETAS MK,2.0,0.0,0.0,4.0,5.0,2.0,3.67,3.5,0.1222,,A,3.0,3.0,2.0,deficit,1.0,3833.33,7666.66,3833.33,0.0
bella_suiza 40350,100009990,ZIDOXTIFEN 500 MG 3 TBS ICOM,4.0,0.0,0.0,12.0,11.0,7.0,10.0,9.0,0.3333,,E,5.0,5.0,4.0,deficit,1.0,12174.42,48697.68,12174.42,0.0
bella_suiza 40350,100017632,PEDIALYTE CON ZINC 60 UVA 500 ML,17.0,0.0,0.0,34.0,33.0,38.0,35.0,35.5,1.1667,,E,19.0,19.0,17.0,deficit,2.0,8771.87,149121.79,17543.74,0.0
bella_suiza 40350,100021035,Q-LMMUNE FAC.TRA.45MG 60CAP.BLA ICOM,7.0,0.0,0.0,13.0,17.0,17.0,15.67,17.0,0.5222,,E,8.0,8.0,7.0,deficit,1.0,24082.08,168574.56,24082.08,0.0
bella_suiza 40350,100022517,LEGRIP PLUS 10 CAP.BLAN ICOM,3.0,0.0,0.0,3.0,9.0,10.0,7.33,9.5,0.2444,,E,4.0,4.0,3.0,deficit,1.0,9225.4,27676.2,9225.4,0.0
bella_suiza 40350,100024198,NAPROXENO 500 MG 10TBS ICOM MQ,7.0,0.0,0.0,32.0,29.0,19.0,26.67,24.0,0.8889,,E,14.0,14.0,7.0,deficit,7.0,4481.0,31367.0,31367.0,0.0
bella_suiza 40350,100026618,LOSARTAN POTASICO 50 MG 300 TBS REC LS,0.0,4.0,0.0,0.8,0.2,0.6,0.53,0.4,0.0178,,B,1.0,1.0,0.4,deficit,1.0,0.0,0.0,0.0,0.0
bella_suiza 40350,100027120,TUTOS HEDERA HELIX 120 ML ICOM,6.0,0.0,0.0,9.0,18.0,14.0,13.67,16.0,0.4556,,E,7.0,7.0,6.0,deficit,1.0,9152.93,54917.58,9152.93,0.0
bella_suiza 40350,100027770,HIDRASOL 30 CON ZINC CEREZA 500 ML ICOM,1.0,0.0,0.0,0.0,0.0,5.0,1.67,2.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,5301.17,5301.17,5301.17,0.0
bella_suiza 40350,100028344,GASLID CALENDULA SABOR CER 360ML ICOM,1.0,0.0,0.0,0.0,1.0,1.0,0.67,1.0,0.0222,21/12/2024,N,2.0,2.0,1.0,deficit,1.0,22253.0,22253.0,22253.0,0.0
bella_suiza 40350,200025359,KLIM 1+ BOLSA 1000 GR,1.0,0.0,0.0,2.0,2.0,1.0,1.67,1.5,0.0556,,B,2.0,2.0,1.0,deficit,1.0,53312.0,53312.0,53312.0,0.0
bella_suiza 40350,200027984,GASA FAST CARE EST.NOTEJ. 3X3 12SBS ICOM,7.0,0.0,0.0,19.0,22.0,20.0,20.33,21.0,0.6778,,E,11.0,11.0,7.0,deficit,4.0,3876.0,27132.0,15504.0,0.0
bella_suiza 40350,200035023,GALLETA BRIDGE VAINILLA 10 UND,1.0,0.0,5.0,0.0,0.0,3.5,1.17,1.75,0.0389,23/01/2025,N,4.0,4.0,1.5,deficit,2.0,4936.0,7404.0,9872.0,0.0
