Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total,Ibua,Icui
LAB. COSMETICOS VOGUE S.A.,000781182,Vogue Esmalte Fantastic Resplandor 10Ml,1.0,0.0,0.0,0.0,2480.0,0.19,0.0,2951.2,471.2,3600,0,
LAB. COSMETICOS VOGUE S.A.,000786194,Corr Liq Mate Nat Natural 5Ml,1.0,0.0,0.0,0.0,7184.0,0.19,0.0,8548.96,1364.96,10300,0,
LAB. COSMETICOS VOGUE S.A.,000786224,Corr Liq Mate Nat Avellana 5Ml,1.0,0.0,0.0,0.0,7184.0,0.19,0.0,8548.96,1364.96,10300,0,
LAB. COSMETICOS VOGUE S.A.,000786996,Vogue Esmalte Efecto Gel Cartagena 14 Ml,1.0,0.0,0.0,0.0,4910.0,0.19,0.0,5842.9,932.9,7100,0,
LAB. COSMETICOS VOGUE S.A.,000790306,Esmalte Fantastic Regalos 10Ml,2.0,0.0,0.0,0.0,2742.0,0.19,0.0,6525.96,1041.96,8000,0,
LAB. COSMETICOS VOGUE S.A.,000801330,Vogue Base Polvo Efecto Total 6 Canela,1.0,0.0,0.0,0.0,8877.0,0.19,0.0,10563.63,1686.63,12000,0,
LAB. COSMETICOS VOGUE S.A.,000807530,Vogue Esmalteefecto Gel Sonadora 14Ml,2.0,0.0,0.0,0.0,5102.0,0.19,0.0,12142.76,1938.76,14800,0,
LAB. COSMETICOS VOGUE S.A.,000808872,Vogue Esmalteefecto Gel Extrovertida 14M,1.0,0.0,0.0,0.0,5102.0,0.19,0.0,6071.38,969.38,7400,0,
LAB. COSMETICOS VOGUE S.A.,000831214,Vogue Base Unas Procrecimiento 10Ml,1.0,0.0,0.0,0.0,2674.0,0.19,0.0,3182.06,508.06,4100,0,
LAB. COSMETICOS VOGUE S.A.,000832952,Reno Delineador Luzette 8G,2.0,0.0,0.0,0.0,5685.0,0.19,0.0,13530.3,2160.3,16400,0,
LAB. COSMETICOS VOGUE S.A.,000840285,Vogue Corrector Liq Ld Petalo 5Ml,1.0,0.0,0.0,0.0,6372.0,0.19,0.0,7582.68,1210.68,9200,0,
LAB. COSMETICOS VOGUE S.A.,000840544,Vogue Lab Coloriss 4G Caramelo Dulce,1.0,0.0,0.0,0.0,5755.0,0.19,0.0,6848.45,1093.45,8300,0,
LAB. COSMETICOS VOGUE S.A.,000841725,Vogue Corrector Cremoso Menta 4.5G,1.0,0.0,0.0,0.0,5375.0,0.19,0.0,6396.25,1021.25,8000,0,
LAB. COSMETICOS VOGUE S.A.,000841947,Vogue Labial Colorissimo Tierna 2G,1.0,0.0,0.0,0.0,4602.0,0.19,0.0,5476.38,874.38,6600,0,
LAB. COSMETICOS VOGUE S.A.,000842104,Vogue Base Mat Nat Rosca Gitano 30G,1.0,0.0,0.0,0.0,6514.0,0.19,0.0,7751.66,1237.66,9400,0,
LAB. COSMETICOS VOGUE S.A.,000842135,Vogue Base Mat Nat Rosca Bronce 30G,1.0,0.0,0.0,0.0,6514.0,0.19,0.0,7751.66,1237.66,9400,0,
LAB. COSMETICOS VOGUE S.A.,000842579,Vogue Lab Sup Col Brill Curiosa 4G,1.0,0.0,0.0,0.0,3820.0,0.19,0.0,4545.8,725.8,5500,0,
LAB. COSMETICOS VOGUE S.A.,000843514,V Esm Fant Deleite 331 10Ml,1.0,0.0,0.0,0.0,2480.0,0.19,0.0,2951.2,471.2,3600,0,
LAB. COSMETICOS VOGUE S.A.,000848755,Vogue Esm Fantastic Topacio 10Ml,1.0,0.0,0.0,0.0,2409.5,0.19,0.0,2867.31,457.81,3600,0,
LAB. COSMETICOS VOGUE S.A.,000848779,Vogue Esm Fantastic Turmalina 10Ml,2.0,0.0,0.0,0.0,2409.5,0.19,0.0,5734.61,915.61,7200,0,
,00310019C,Brillo 13.5 Ml # 0Br Masglo,3.0,0.0,0.0,0.0,4996.0,0.19,0.0,17835.72,2847.72,29400,0,
,00310053C,Tiza 13.5 Ml # 01 Masglo,1.0,0.0,0.0,0.0,5105.63,0.19,0.0,6075.7,970.07,9200,0,
,00310054C,Frances 13.5 Ml # 02 Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9200,0,
,00310079C,Golosa 13.5Ml Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9200,0,
,00310173C,Ejecutiva 13.5 Ml # 59 Masglo,1.0,0.0,0.0,0.0,4901.0,0.19,0.0,5832.19,931.19,9200,0,
,00310196C,Colombiano 10 Ml # E102 Admiss,1.0,0.0,0.0,0.0,2011.0,0.19,0.0,2393.09,382.09,3700,0,
,00310210C,Nico 10 Ml # E120 Admiss,1.0,0.0,0.0,0.0,2011.0,0.19,0.0,2393.09,382.09,3000,0,
,00310213C,David 10 Ml # E126 Admiss,2.0,0.0,0.0,0.0,2011.0,0.19,0.0,4786.18,764.18,6000,0,
,00310224C,Willy 10 Ml # E147 Admiss,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,5000,0,
,00310232C,Rene 10 Ml # E155 Admiss,1.0,0.0,0.0,0.0,2011.0,0.19,0.0,2393.09,382.09,3000,0,
,00310271C,Base Rosada 10 Ml Admiss,1.0,0.0,0.0,0.0,2011.0,0.19,0.0,2393.09,382.09,4300,0,
,00310918C,Virginal 13.5 Ml # 388 Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9200,0,
,00311057C,Diva 13.5 Ml # 426 Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,7400,0,
,00312563C,Admiss Omar 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
,00312714C,Masglo Clinical Base 8 En Uno 13.5Ml,1.0,0.0,0.0,0.0,8508.0,0.19,0.0,10124.52,1616.52,14200,0,
,00312715C,Masglo Clinical Total Care Base 13.5Ml,1.0,0.0,0.0,0.0,8508.0,0.19,0.0,10124.52,1616.52,14200,0,
,00312721C,Luis 10 Ml Admiss,1.0,0.0,0.0,0.0,1940.0,0.19,0.0,2308.6,368.6,3000,0,
,00312836C,Fiera 13.5Ml Masglo,1.0,0.0,0.0,0.0,5070.0,0.19,0.0,6033.3,963.3,7100,0,
,00312837C,Arisca 13.5Ml Masglo,1.0,0.0,0.0,0.0,4901.0,0.19,0.0,5832.19,931.19,7300,0,
,00312946C,Admiss Gian 10 Ml,1.0,0.0,0.0,0.0,1940.0,0.19,0.0,2308.6,368.6,3000,0,
,00312977C,Incitante 13.5 Ml Masglo,1.0,0.0,0.0,0.0,4996.0,0.19,0.0,5945.24,949.24,7600,0,
,00313078C,Admiss Jacinto 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
,00313080C,Admiss Casimiro 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
,00313082C,Admiss Norberto 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
,00313322C,Intimidante 13.5Ml Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,7200,0,
N/A ,008,BALACA 008,1.0,0.0,0.0,0.0,2000.0,0.0,0.0,2000.0,0.0,4000,0,
DICOLFARMA,0658325356134,CASTAÑO DE INDIAS ARMONIZA 60 CAPSU,3.0,0.0,0.0,0.0,14041.67,0.0,0.0,42125.01,0.0,93300,0,
N/A ,0745853173104,SAW PALMETTO ARMONIZA 90 CAPSU,2.0,0.0,0.0,0.0,22356.0,0.0,0.0,44712.0,0.0,111800,0,
DICOLFARMA,0745853173203,CITRATO DE MAGNESIO 90 CAPS,5.0,0.0,0.0,0.0,21384.0,0.0,0.0,106920.0,0.0,267500,0,
DICOLFARMA,0745853173258,GOTAS VALERIANA X 30ML ARMONIZA,11.0,0.0,0.0,0.0,2520.0,0.0,0.0,27720.0,0.0,69300,0,
DICOLFARMA,0745853547943,AJO ORGANICO D3 60 CAPSULAS,3.0,0.0,0.0,0.0,12408.0,0.0,0.0,37224.0,0.0,62100,0,
DICOLFARMA,0745853547950,CIRCU-MAXI AJO APIO TE VERDE 60 CAP,1.0,0.0,0.0,0.0,26800.0,0.0,0.0,26800.0,0.0,26800,0,
DICOLFARMA,0745853547998,COLAGENO MARINO HIDROLIZADO 60 CAP,3.0,0.0,0.0,0.0,19440.0,0.0,0.0,58320.0,0.0,145800,0,
N/A ,0745853548056,SANDRE DE DRAGO,1.0,0.0,0.0,0.0,8136.0,0.0,0.0,8136.0,0.0,20400,0,
N/A ,0781159050695,AGUA MICELAR 250 ML VALENTIA ,1.0,0.0,0.0,0.0,4369.0,0.0,0.0,4369.0,0.0,4369,0,
AXON PHARMA SAS,100000001,BRONCHO-VAXOM ADULTO 10 CAP(A)(3%+)(PAE),2.0,0.0,0.0,0.0,145820.0,0.0,0.0,291640.0,0.0,363800,0,
HALEON COLOMBIA S.A.S.,100000011,MUCOSINA GOTAS 30 ML,1.0,0.0,0.0,0.0,18197.0,0.0,0.0,18197.0,0.0,20900,0,
EUROFARMA COLOMBIA S.A.S,100000097,NEOSALDINA 100 GRAGEAS (A),1.0,3.0,0.0,6239.2,155980.0,0.0,0.0,174697.6,0.0,183400,0,
EUROFARMA COLOMBIA S.A.S,100000098,NEOSALDINA GOTAS 30 ML,1.0,0.0,0.0,0.0,56637.0,0.0,0.0,56637.0,0.0,61200,0,
LAB. LEGRAND S.A.,100000113,PARACODINA JARABE 120 ML,2.0,0.0,0.0,0.0,22353.0,0.0,0.0,44706.0,0.0,52400,0,
ABBOTT LABORATORIES S.A,100000134,PEDIASURE POLVO VAINILLA 400 GR,3.0,0.0,0.0,0.0,34529.67,0.0,0.0,103589.01,0.0,175800,0,
ABBOTT LABORATORIES S.A,100000135,PEDIASURE POLVO CHOCOLATE 400 GR,1.0,0.0,0.0,0.0,56503.0,0.0,0.0,56503.0,0.0,58500,0,
AXON PHARMA SAS,100000198,TOBRADEX GOTAS 5 ML (3%+),1.0,0.0,0.0,0.0,82113.0,0.0,0.0,82113.0,0.0,101900,0,
ABBVIE S.A.S.,100000205,ALPHAGAN SOL.OFT. 5 ML(P)23280(SC)(SF),1.0,0.0,0.0,0.0,17520.0,0.0,0.0,17520.0,0.0,23500,0,
ASTRA ZENECA COLOMBIA S.A,100000277,BETALOC ZOK 50 MG 30 TBS(P)18525(SC)(SF),1.0,0.0,0.0,0.0,17408.0,0.0,0.0,17408.0,0.0,18400,0,
ASTRA ZENECA COLOMBIA S.A,100000300,SEROQUEL 25 MG 30 TBS(P)16793(SC)(SF),2.0,0.0,0.0,0.0,15660.0,0.0,0.0,31320.0,0.0,54800,0,
OPELLA HEALTHCARE COLOMBI,100000318,ALLEGRA 180 MG 10 TABLETAS (3%+)(A)(PAE),1.0,0.0,0.0,0.0,107332.5,0.0,0.0,107332.5,0.0,118300,0,
SANOFI AVENTIS DE COLOMBI,100000326,ARAVA 20 MG 30 TBS (A)(P)193590(SC),1.0,0.0,0.0,0.0,180492.0,0.0,0.0,180492.0,0.0,215400,0,
OPELLA HEALTHCARE COLOMBI,100000367,NASACORT AQ INHALAD NASAL 120 DOSIS,1.0,0.0,0.0,0.0,63743.64,0.0,0.0,63743.64,0.0,70900,0,
OPELLA HEALTHCARE COLOMBI,100000375,NOVALGINA 2 ML 10 AMPOLLAS,0.0,0.0,4555.2,0.0,0.0,0.0,9.0,40996.8,0.0,45000,0,
TECNOQUIMICAS S.A.,100000449,TRAVAD ORAL LIMON 133 ML,1.0,0.0,0.0,0.0,28059.0,0.0,0.0,28059.0,0.0,30700,0,
BAYER S.A.,100000451,ACID MANTLE N LOCION 120 ML,2.0,0.0,0.0,0.0,21773.0,0.0,0.0,43546.0,0.0,54600,0,
BAYER S.A.,100000465,ALKA SELTZER 60 TABLETAS,1.0,0.0,1876.77,0.0,56303.0,0.0,14.0,82577.78,0.0,94300,0,
BAYER S.A.,100000476,ASPIRINA EFERVESCENTE 500 MG 12 TABLETAS,1.0,0.0,0.0,0.0,13790.5,0.0,0.0,13790.5,0.0,15400,0,
BAYER S.A.,100000477,ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS,1.0,0.0,2022.96,0.0,50574.0,0.0,4.0,58665.84,0.0,65900,0,
BAYER S.A.,100000482,BAYCUTEN N CREMA 20 GR,2.0,0.0,0.0,0.0,20260.17,0.0,0.0,40520.34,0.0,61400,0,
BAYER S.A.,100000483,BAYCUTEN N CREMA 35 GR,2.0,0.0,0.0,0.0,29602.67,0.0,0.0,59205.34,0.0,103200,0,
BAYER S.A.,100000510,CARDIOASPIRINA 100 MG 30 TABLETAS(PDB),1.0,0.0,0.0,0.0,39670.0,0.0,0.0,39670.0,0.0,56400,0,
BIOCHEM FARMACEUTICA DE C,100000568,BIOCICAR CREMA 60 GR,2.0,0.0,0.0,0.0,26752.0,0.0,0.0,53504.0,0.0,68000,0,
LAB.SIEGFRIED S.A,100000575,BRONCOCHEM F ADULTO JARABE 120 ML,1.0,0.0,0.0,0.0,26462.0,0.0,0.0,26462.0,0.0,40100,0,
LAB.SIEGFRIED S.A,100000576,BRONCOCHEM F PEDIATRICO JARABE 120 ML,1.0,0.0,0.0,0.0,23173.0,0.0,0.0,23173.0,0.0,24600,0,
LAB.SIEGFRIED S.A,100000594,NOXPIRIN F ADUL.NOCHE PANELA LIMON 24SBS,1.0,0.0,1868.79,0.0,44851.0,0.0,15.0,72882.85,0.0,82000,0,
EUROFARMA COLOMBIA S.A.S,100000837,VIREX 200 MG 35 TABLETAS (3%+),4.0,0.0,0.0,0.0,67696.0,0.0,0.0,270784.0,0.0,332000,0,
EUROFARMA COLOMBIA S.A.S,100000839,VIREX CREMA VAGINAL 6 GRS 10 TUBOS (A),1.0,0.0,0.0,0.0,88338.0,0.0,0.0,88338.0,0.0,123900,0,
EUROFARMA COLOMBIA S.A.S,100000846,VIREX Z 800 MG 35 TABLETAS (A)(3%+)(PAE),1.0,0.0,0.0,0.0,247115.0,0.0,0.0,247115.0,0.0,289400,0,
A MENARINI LATIN AMERICA,100000885,LIOTON 1000 GEL 30 GR(3%+),1.0,0.0,0.0,0.0,38693.0,0.0,0.0,38693.0,0.0,79400,0,
BOEHRINGER INGELHEIM,100000906,ATROVENT 0.025% 20 ML S/INH.(P)24450(SC),1.0,0.0,0.0,0.0,22591.0,0.0,0.0,22591.0,0.0,27400,0,
OPELLA HEALTHCARE COLOMBI,100000916,BISOLVON NINOS 120 ML,1.0,0.0,0.0,0.0,24580.5,0.0,0.0,24580.5,0.0,38700,0,
OPELLA HEALTHCARE COLOMBI,100000924,BUSCAPINA NF COMPOSITUM GOTAS 30 ML,1.0,0.0,0.0,0.0,30466.0,0.0,0.0,30466.0,0.0,41600,0,
LAB.SIEGFRIED S.A,100000929,COMPLEGEL NF 2 ML 5 AMPOLLAS (3%+)(PDB),2.0,0.0,0.0,0.0,90887.0,0.0,0.0,181774.0,0.0,191000,0,
LABORATORIOS BUSSIE S.A.,100000944,ISODINE 24 OVULOS,0.0,0.0,2595.92,0.0,0.0,0.0,4.0,10383.68,0.0,12800,0,
LABORATORIOS BUSSIE S.A.,100000952,ISODINE SOLUCION 120 ML,1.0,0.0,0.0,0.0,21156.0,0.0,0.0,21156.0,0.0,24500,0,
LABORATORIOS BUSSIE S.A.,100000955,ISODINE SOLUCION 60 ML,1.0,0.0,0.0,0.0,11794.0,0.0,0.0,11794.0,0.0,12900,0,
DEPOSITO DE DROGAS MONACO,100001057,KENACORT I.A.10 MG 5 ML AMPOLLA,1.0,0.0,0.0,0.0,36251.75,0.0,0.0,36251.75,0.0,37900,0,
LABORATORIOS BUSSIE S.A.,100001111,BATEN 150 MG 2 CAPSULAS (3%+)(PAE),4.0,0.0,0.0,0.0,86115.13,0.0,0.0,344460.52,0.0,373200,0,
LABORATORIOS BUSSIE S.A.,100001119,CONDILON SOLUCION 5 ML,1.0,0.0,0.0,0.0,60659.0,0.0,0.0,60659.0,0.0,72300,0,
LABORATORIOS BUSSIE S.A.,100001128,FLUZINA 5 MG 20 TABLETAS,1.0,0.0,0.0,0.0,37129.0,0.0,0.0,37129.0,0.0,46500,0,
LABORATORIOS BUSSIE S.A.,100001132,GAMABENCENO PLUS LOCION 60 GR,1.0,0.0,0.0,0.0,48601.0,0.0,0.0,48601.0,0.0,58500,0,
LABORATORIOS BUSSIE S.A.,100001165,SULFAPLATA 1% CREMA 30 GR,1.0,0.0,0.0,0.0,24183.5,0.0,0.0,24183.5,0.0,29600,0,
LABORATORIOS BUSSIE S.A.,100001166,SULFAPLATA 1% CREMA 60 GR,2.0,0.0,0.0,0.0,36050.0,0.0,0.0,72100.0,0.0,85600,0,
LAB.SIEGFRIED S.A,100001183,ADOREM ACETAMINOFEN 150 MG JARABE 120 ML,3.0,0.0,0.0,0.0,9110.33,0.0,0.0,27330.99,0.0,44400,0,
LAB.SIEGFRIED S.A,100001185,ADOREM PLUS ACETAMINOFEN+CAFEINA 100TBS,0.0,3.0,0.0,7898.0,0.0,0.0,0.0,23694.0,0.0,27900,0,
LAB.SIEGFRIED S.A,100001220,GYNOFLOR 500/100 MG 10 TABLETAS VAGINAL,2.0,0.0,0.0,0.0,17408.5,0.0,0.0,34817.0,0.0,78200,0,
LAB.SIEGFRIED S.A,100001221,GYNOFLOR CREMA VAGINAL 40 GR,2.0,0.0,0.0,0.0,21898.5,0.0,0.0,43797.0,0.0,94600,0,
LAB.SIEGFRIED S.A,100001242,TREX CREMA 15 GR,1.0,0.0,0.0,0.0,27048.0,0.0,0.0,27048.0,0.0,31200,0,
LABORATORIOS CHALVER DE C,100001310,INFLACOR 8 MG 2 ML AMPOLLA,1.0,0.0,0.0,0.0,27709.0,0.0,0.0,27709.0,0.0,34500,0,
LABORATORIOS CHALVER DE C,100001313,INFLACOR RETARD 6+6 MG 2 ML AMPOLLA,1.0,0.0,0.0,0.0,38851.0,0.0,0.0,38851.0,0.0,58000,0,
LABORATORIOS CHALVER DE C,100001337,TRIGENTAX CREMA 20 GR,1.0,0.0,0.0,0.0,20914.0,0.0,0.0,20914.0,0.0,29300,0,
LABORATORIOS CHALVER DE C,100001338,TRIGENTAX CREMA 40 GR,2.0,0.0,0.0,0.0,32021.0,0.0,0.0,64042.0,0.0,93200,0,
LAB.SIEGFRIED S.A,100001360,DESONIDA 0.05% CREMA 15 GR,1.0,0.0,0.0,0.0,16609.0,0.0,0.0,16609.0,0.0,17300,0,
LAB.SIEGFRIED S.A,100001368,QUANOX IVERMECTINA 0.6% GOTAS 5 ML,1.0,0.0,0.0,0.0,14683.0,0.0,0.0,14683.0,0.0,31900,0,
LABORATORIOS ECAR S.A.,100001410,ACIDO FOLICO 5 MG 20 TABLETAS EC,1.0,0.0,0.0,0.0,19950.88,0.0,0.0,19950.88,0.0,20400,0,
LABORATORIOS ECAR S.A.,100001422,COMPLEJO B 10 ML AMPOLLA EC,1.0,0.0,0.0,0.0,10374.0,0.0,0.0,10374.0,0.0,10800,0,
LABORATORIOS ECAR S.A.,100001438,SULFATO FERROSO 200 MG 100 GRAGEAS EC,1.0,0.0,0.0,0.0,11492.0,0.0,0.0,11492.0,0.0,14300,0,
LABORATORIOS ECAR S.A.,100001443,TIAMINA 1 GR 10 ML AMPOLLA EC,1.0,0.0,0.0,0.0,12255.0,0.0,0.0,12255.0,0.0,15200,0,
LABORATORIOS ECAR S.A.,100001446,VITAMINA B12 1 ML 25 AMPOLLAS EC,1.0,0.0,2804.76,0.0,70119.0,0.0,10.0,98166.6,0.0,126200,0,
FARMA DE COLOMBIA S.A.,100001471,KEFLEX 1 GR 10 TABLETAS (3%+)(A)(PAE),3.0,0.0,0.0,0.0,71963.0,0.0,0.0,215889.0,0.0,484200,0,
ESPECIALIDADES OFTALMOLOG,100001488,FLOBACT D GOTAS 5 ML,1.0,0.0,0.0,0.0,88973.0,0.0,0.0,88973.0,0.0,96300,0,
EUROETIKA LTDA,100001524,FITOSTIMOLINE CREMA 32 GR (3%+)(PAE),1.0,0.0,0.0,0.0,83758.0,0.0,0.0,83758.0,0.0,91900,0,
EUROETIKA LTDA,100001525,FITOSTIMOLINE GAS.10X10 10U(A)(3%+),2.0,0.0,0.0,0.0,116161.67,0.0,0.0,232323.34,0.0,256800,0,
GALDERMA DE COLOMBIA S.A.,100001619,BENZAC AC 5% 60 GR GEL(3%+) (PAE)(PDC),1.0,0.0,0.0,0.0,96534.0,0.0,0.0,96534.0,0.0,119500,0,
GALDERMA DE COLOMBIA S.A.,100001638,TETRALYSAL 300 MG 16 CAP.(3%+)(A)(PDC),2.0,0.0,0.0,0.0,117244.0,0.0,0.0,234488.0,0.0,259000,0,
GENFAR S.A.,100001643,ACICLOVIR 200 MG 25 TABLETAS GF,2.0,0.0,0.0,0.0,8015.25,0.0,0.0,16030.5,0.0,32800,0,
GENFAR S.A.,100001644,ACICLOVIR 800 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,16250.0,0.0,0.0,16250.0,0.0,20900,0,
GENFAR S.A.,100001647,ACICLOVIR UNGUENTO TOPICO 15 GR GF,4.0,0.0,0.0,0.0,10156.0,0.0,0.0,40624.0,0.0,51200,0,
GENFAR S.A.,100001655,AMLODIPINO 5 MG 10 TABLETAS GF,2.0,0.0,0.0,0.0,4997.25,0.0,0.0,9994.5,0.0,16200,0,
GENFAR S.A.,100001656,AMOXICILINA 250 MG SUSPENSION 100 ML GF,1.0,0.0,0.0,0.0,7146.0,0.0,0.0,7146.0,0.0,15300,0,
GENFAR S.A.,100001658,AMOXICILINA 500 MG 50 CAPSULAS GF,1.0,1.0,0.0,5164.2,25821.0,0.0,0.0,30985.2,0.0,41100,0,
GENFAR S.A.,100001665,AMPICILINA 500 MG 100 CAPSULAS GF,1.0,0.0,0.0,0.0,68415.0,0.0,0.0,68415.0,0.0,72500,0,
GENFAR S.A.,100001670,ATORVASTATINA 20 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,16189.0,0.0,0.0,16189.0,0.0,43500,0,
GENFAR S.A.,100001673,BETAMETASONA 0.1% CREMA 40 GR GF,1.0,0.0,0.0,0.0,14083.0,0.0,0.0,14083.0,0.0,25400,0,
GENFAR S.A.,100001685,CEFALEXINA 500 MG 10 CAPSULAS GF,1.0,0.0,0.0,0.0,7745.0,0.0,0.0,7745.0,0.0,11200,0,
GENFAR S.A.,100001690,CELECOXIB 200 MG 10 CAPSULAS GF(P)16120,2.0,0.0,0.0,0.0,6444.0,0.0,0.0,12888.0,0.0,20000,0,
GENFAR S.A.,100001691,CETIRIZINA 10 MG 10 TABLETAS GF,2.0,0.0,0.0,0.0,4735.0,0.0,0.0,9470.0,0.0,15200,0,
GENFAR S.A.,100001693,CIPROFLOXACINO 500 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,6744.0,0.0,0.0,6744.0,0.0,9200,0,
GENFAR S.A.,100001697,CLOTRIMAZOL 1% CREMA TOPICA 40 GR GF,3.0,0.0,0.0,0.0,8400.42,0.0,0.0,25201.26,0.0,37200,0,
GENFAR S.A.,100001699,COMPLEJO B 250 TABLETAS GF,0.0,23.0,0.0,1503.84,0.0,0.0,0.0,34588.32,0.0,27600,0,
GENFAR S.A.,100001700,DICLOFENACO 50 MG 30 TABLETAS GF,1.0,0.0,0.0,0.0,4868.0,0.0,0.0,4868.0,0.0,7400,0,
GENFAR S.A.,100001707,DILTIAZEM 60 MG 20 TABLETAS GF,3.0,0.0,0.0,0.0,7104.2,0.0,0.0,21312.6,0.0,37200,0,
GENFAR S.A.,100001717,FLUCONAZOL 150 MG 1 CAPSULA GF,1.0,0.0,0.0,0.0,2576.0,0.0,0.0,2576.0,0.0,3600,0,
GENFAR S.A.,100001719,FLUCONAZOL 200 MG 4 CAPSULAS GF,3.0,0.0,0.0,0.0,6368.46,0.0,0.0,19105.38,0.0,45600,0,
GENFAR S.A.,100001732,HIDROCLOROTIAZIDA 25 MG 30 TABLETAS GF,2.0,0.0,0.0,0.0,4081.0,0.0,0.0,8162.0,0.0,11800,0,
GENFAR S.A.,100001734,HIDROXICINA 25 MG 20 TABLETAS GF,1.0,0.0,0.0,0.0,3490.0,0.0,0.0,3490.0,0.0,7000,0,
GENFAR S.A.,100001741,IBUPROF 200 MG+METOCARB 500 MG 30 TBS GF,1.0,0.0,0.0,0.0,25018.0,0.0,0.0,25018.0,0.0,40000,0,
GENFAR S.A.,100001744,ISOCONAZOL CREMA 20 GR GF,2.0,0.0,0.0,0.0,15031.0,0.0,0.0,30062.0,0.0,42600,0,
GENFAR S.A.,100001750,KETOPROFENO 100 MG 6 AMPOLLAS GF,1.0,0.0,3895.08,0.0,23370.5,0.0,4.0,38950.82,0.0,56800,0,
GENFAR S.A.,100001756,LANSOPRAZOL 30 MG 14 CAPSULAS GF,1.0,0.0,0.0,0.0,11159.0,0.0,0.0,11159.0,0.0,14400,0,
GENFAR S.A.,100001760,LORATADINA JARABE 100 ML GF,1.0,0.0,0.0,0.0,9316.0,0.0,0.0,9316.0,0.0,12200,0,
GENFAR S.A.,100001761,LOSARTAN 50 MG 30 TABLETAS GF,1.0,0.0,0.0,0.0,9028.0,0.0,0.0,9028.0,0.0,25400,0,
GENFAR S.A.,100001770,NAPROXENO 250 MG 10 CAPSULAS GF,2.0,0.0,0.0,0.0,5483.5,0.0,0.0,10967.0,0.0,12800,0,
