Grupo,Cod Producto,Nombre,Inventario Caja,Inventario Blister,Costo Unidad,Costo Blister,Costo Caja,% Iva,Inventario Unidad,Costo Total,Costo Total Iva,Venta Total,Ibua,Icui
,000105329,Probador Compacto Kaloe,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0,0,
,000105332,Probador Compacto Kaloe Control,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0,0,
,000105333,Probador Polvo Ana Maria Aclarante,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0,0,
,000116203,Blosoom 3en1 #03 Cobre,1.0,0.0,0.0,0.0,3488.0,0.19,0.0,4150.72,662.72,5100,0,
,000116204,Blosoom 3en1 #04 Oro,1.0,0.0,0.0,0.0,3488.0,0.19,0.0,4150.72,662.72,5100,0,
LAB. COSMETICOS VOGUE S.A.S,000289580,Vogue Esmalte Fantastic 79 Amapola,1.0,0.0,0.0,0.0,2339.0,0.19,0.0,2783.41,444.41,3400,0,
LAB. COSMETICOS VOGUE S.A.S,000292849,Vogue Rubor Compacto Tulipan,1.0,0.0,0.0,0.0,3636.0,0.19,0.0,4326.84,690.84,5300,0,
,000313087,Admiss Patricio 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
LAB. COSMETICOS VOGUE S.A.S,000787023,Vogue Esmalte Efecto Gel Cancun 14 Ml,1.0,0.0,0.0,0.0,5102.0,0.19,0.0,6071.38,969.38,7400,0,
LAB. COSMETICOS VOGUE S.A.S,000841749,Vogue Corrector Cremoso Naranja 4.5G,1.0,0.0,0.0,0.0,5220.0,0.19,0.0,6211.8,991.8,7500,0,
LAB. COSMETICOS VOGUE S.A.S,000848809,Vogue Esm Fantastic Opalo 10Ml,1.0,0.0,0.0,0.0,2480.0,0.19,0.0,2951.2,471.2,3600,0,
ACCESORIOS,002A,MOÑA REF 002,5.0,0.0,0.0,0.0,1400.0,0.19,0.0,8330.0,1330.0,21000,0,
,00310027C,Esmalte Novia 13.5 Ml No. 54 Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00310028C,Ilusion 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00310054C,Esmalte Frances 13.5 Ml No. 02 Masglo,2.0,0.0,0.0,0.0,5486.0,0.19,0.0,13056.68,2084.68,18400,0,
,00310075C,Actual 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00310099C,Educada 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00310105C,Mimada 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00310109C,Esmalte Blanco Nacar 13.5 Ml No. 25 Masg,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,7600,0,
,00310130C,Torera 13.5Ml Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9200,0,
,00310156C,Esmalte Glamorosa 13.5 Ml No. 320 Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00310175C,Consentida 13.5Ml Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9300,0,
,00310220C,Beto 10 Ml # E143 Admiss,1.0,0.0,0.0,0.0,2048.25,0.19,0.0,2437.42,389.17,3000,0,
,00310267C,Admiss Brillo Fiesta 10Ml,2.0,0.0,0.0,0.0,2246.0,0.19,0.0,5345.48,853.48,8000,0,
,00310534C,Entretenida 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00310918C,Esmalte Virginal 13.5 Ml No. 388 Masglo,1.0,0.0,0.0,0.0,5239.0,0.19,0.0,6234.41,995.41,9200,0,
,00311053C,Amable 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00311148C,Brillo Rosa 13.5 Ml Masglo,1.0,0.0,0.0,0.0,5814.0,0.19,0.0,6918.66,1104.66,9200,0,
,00311156C,Brillo Ajedrez 13.5Ml Masglo,1.0,0.0,0.0,0.0,5814.0,0.19,0.0,6918.66,1104.66,9200,0,
,00311421C,Admiss Eduardo 10Ml,1.0,0.0,0.0,0.0,2048.5,0.19,0.0,2437.72,389.22,5000,0,
,00312124C,Humana 13.5 Ml # 514 Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00312131C,Chic 13.5 Ml # 521 Masglo,1.0,0.0,0.0,0.0,4900.5,0.19,0.0,5831.6,931.1,9200,0,
,00312411C,Comica 13.5 Ml Masglo,1.0,0.0,0.0,0.0,4996.0,0.19,0.0,5945.24,949.24,9200,0,
,00312416C,Metodica 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00312417C,Quisquillosa 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00312484C,Admiss Cesar 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3000,0,
,00312485C,Admiss Amador 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3600,0,
,00312531C,Insinuante 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,9200,0,
,00312609C,Innovadora 13.5 Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00312691C,Brillo Destellos 13.5 Ml Masglo,1.0,0.0,0.0,0.0,5814.0,0.19,0.0,6918.66,1104.66,9200,0,
,00312693C,Brillo Arcoiris 13.5 Ml Masglo,1.0,0.0,0.0,0.0,5391.0,0.19,0.0,6415.29,1024.29,9200,0,
,00312721C,Admiss Luis 10Ml,1.0,0.0,0.0,0.0,2048.0,0.19,0.0,2437.12,389.12,3600,0,
,00312723C,Admiss Fabian 10Ml,2.0,0.0,0.0,0.0,2048.5,0.19,0.0,4875.43,778.43,6000,0,
,00312838C,Morronga 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00312869C,Admiss Pedro 10 Ml,1.0,0.0,0.0,0.0,1940.0,0.19,0.0,2308.6,368.6,3000,0,
,00313083C,Admiss Pipe 10Ml,1.0,0.0,0.0,0.0,2048.5,0.19,0.0,2437.72,389.22,3000,0,
,00313085C,Admiss Jorge 10Ml,1.0,0.0,0.0,0.0,2048.5,0.19,0.0,2437.72,389.22,3000,0,
,00313327C,Pretenciosa 13.5Ml Masglo,1.0,0.0,0.0,0.0,5733.0,0.19,0.0,6822.27,1089.27,8600,0,
,00573,LABIAL LIQUIDO 3Q ULTRA HD,2.0,0.0,0.0,0.0,4538.0,0.19,0.0,10800.44,1724.44,16800,0,
,00578,LABIAL LIQUIDO ANGEL ROSE,3.0,0.0,0.0,0.0,5084.0,0.19,0.0,18149.88,2897.88,30300,0,
,00593,PESTAÑINA TRANSPARENTE BIGGERBOWIE,1.0,0.0,0.0,0.0,5672.5,0.19,0.0,6750.28,1077.78,11300,0,
MULTIFARMA,00593A,PESTAÑINA PINK COSMETIC PUMPED,1.0,0.0,0.0,0.0,6806.5,0.19,0.0,8099.74,1293.24,13800,0,
,00594,PESAÑINA MASCARA CURLING,1.0,0.0,0.0,0.0,6218.5,0.19,0.0,7400.02,1181.52,12400,0,
,018010001,Plumon Delineador De Ojos Midnight,1.0,0.0,0.0,0.0,9078.0,0.19,0.0,10802.82,1724.82,13100,0,
,033030000,Disolvente De Emalte X 30 Ml,1.0,0.0,0.0,0.0,2656.67,0.19,0.0,3161.44,504.77,4000,0,
,041160003,Aceite De Cuticula X60Ml Checo,1.0,0.0,0.0,0.0,3294.0,0.19,0.0,3919.86,625.86,4800,0,
,041170001,Aceite De Cuticula Almendras,1.0,0.0,0.0,0.0,3469.0,0.19,0.0,4128.11,659.11,5000,0,
,041170002,Aceite De Cuticula Sandia,1.0,0.0,0.0,0.0,3469.0,0.19,0.0,4128.11,659.11,5000,0,
,041170004,Aceite De Cuticula Maracuya,1.0,0.0,0.0,0.0,3469.0,0.19,0.0,4128.11,659.11,5000,0,
,041218007,Lima Omega X 144 Und,108.0,0.0,0.0,0.0,439.45,0.19,0.0,56478.11,9017.51,86400,0,
DICOLFARMA ,0658325386035,ESTEVIA ARMONIZA 30 ML ENDULZANTE,1.0,0.0,0.0,0.0,6858.0,0.05,0.0,7200.9,342.9,23300,0,
DICOLFARMA ,0658325386080,CANNABIS D4 GOTAS ORALES 30 ML,1.0,0.0,0.0,0.0,14850.0,0.0,0.0,14850.0,0.0,37200,0,
DICOLFARMA ,0658325386134,CURCUMA ARMONIZA 350MG X 60 CAPS,1.0,0.0,0.0,0.0,19598.33,0.0,0.0,19598.33,0.0,38900,0,
DICOLFARMA ,0745853173128,CASTAÑO DE INDIAS ARMONIZA 60 CAPSU,1.0,0.0,0.0,0.0,19440.0,0.0,0.0,19440.0,0.0,48600,0,
DICOLFARMA ,0745853173203,CITRATO DE MAGNESIO 90 CAPS,7.0,0.0,0.0,0.0,21384.0,0.0,0.0,149688.0,0.0,374500,0,
DICOLFARMA ,0745853547943,AJO ORGANICO D3 60 CAPSULAS,1.0,0.0,0.0,0.0,8262.0,0.0,0.0,8262.0,0.0,20700,0,
AXON PHARMA SAS,100000002,BRONCHO-VAXOM NINOS 10 CAP. (3%+),1.0,0.0,0.0,0.0,97467.0,0.0,0.0,97467.0,0.0,120400,0,
HALEON COLOMBIA S.A.S.,100000011,MUCOSINA GOTAS 30 ML,2.0,0.0,0.0,0.0,18197.0,0.0,0.0,36394.0,0.0,41800,0,
LABORATORIO FRANCO COLOMB,100000081,KLARICID 500 MG 10 TBS (3%+)(A)(PAE),1.0,0.0,0.0,0.0,96962.0,0.0,0.0,96962.0,0.0,128400,0,
EUROFARMA COLOMBIA S.A.S,100000097,NEOSALDINA 100 GRAGEAS (A),0.0,12.0,0.0,5615.28,0.0,0.0,0.0,67383.36,0.0,82800,0,
LAB. LEGRAND S.A.,100000113,PARACODINA JARABE 120 ML,2.0,0.0,0.0,0.0,17890.5,0.0,0.0,35781.0,0.0,52400,0,
ABBOTT LABORATORIES S.A,100000134,PEDIASURE POLVO VAINILLA 400 GR,1.0,0.0,0.0,0.0,33901.8,0.0,0.0,33901.8,0.0,58600,0,
LABORATORIO FRANCO COLOMB,100000170,VALCOTE 500 MG 30 T(3%+)(A)(P)73200(PAE),1.0,0.0,0.0,0.0,69055.0,0.0,0.0,69055.0,0.0,134000,0,
ABBVIE S.A.S.,100000204,ALBASOL SOLUCION OFTALMICA 15 ML,2.0,0.0,0.0,0.0,36196.0,0.0,0.0,72392.0,0.0,79000,0,
ABBVIE S.A.S.,100000214,LACRIL LIQUIFILM LAGRIMAS 15 ML,1.0,0.0,0.0,0.0,32454.0,0.0,0.0,32454.0,0.0,44000,0,
ABBVIE S.A.S.,100000216,LUMIGAN .03% OF.3ML(P)81511(3%+)(SC)(SF),1.0,0.0,0.0,0.0,68788.0,0.0,0.0,68788.0,0.0,85100,0,
ABBVIE S.A.S.,100000219,PRED-F 1.0% GOTAS 5 ML (DA),1.0,0.0,0.0,0.0,69620.0,0.0,0.0,69620.0,0.0,75500,0,
LUZ ZUL S.A.S,100000241,LUZ ZUL SOLUCION OFTALMICA FRASCO X 7 ML,1.0,0.0,0.0,0.0,12974.0,0.0,0.0,12974.0,0.0,14200,0,
ASTRA ZENECA COLOMBIA S.A,100000277,BETALOC ZOK 50 MG 30 TBS(P)18525(SC)(SF),1.0,0.0,0.0,0.0,15720.0,0.0,0.0,15720.0,0.0,18900,0,
OPELLA HEALTHCARE COLOMBI,100000317,ALLEGRA 120 MG 10 COMPRIMIDOS (3%+),1.0,0.0,0.0,0.0,55089.09,0.0,0.0,55089.09,0.0,69100,0,
OPELLA HEALTHCARE COLOMBI,100000367,NASACORT AQ INHALAD NASAL 120 DOSIS,1.0,0.0,0.0,0.0,62527.0,0.0,0.0,62527.0,0.0,70900,0,
SANOFI AVENTIS DE COLOMBI,100000392,PROFENID 100 MG 6 AMPOLLAS,0.0,0.0,16424.17,0.0,0.0,0.0,3.0,49272.51,0.0,51300,0,
SANOFI AVENTIS DE COLOMBI,100000400,RIFOCINA SPRAY 20 ML,2.0,0.0,0.0,0.0,53269.0,0.0,0.0,106538.0,0.0,111600,0,
SANOFI AVENTIS DE COLOMBI,100000412,SINOGAN 4% GOTAS 20 ML,1.0,0.0,0.0,0.0,74071.0,0.0,0.0,74071.0,0.0,78900,0,
TECNOQUIMICAS S.A.,100000449,TRAVAD ORAL LIMON 133 ML,2.0,0.0,0.0,0.0,28059.0,0.0,0.0,56118.0,0.0,61400,0,
BAYER S.A.,100000450,ACID MANTLE CREMA 60 GR,1.0,0.0,0.0,0.0,29084.0,0.0,0.0,29084.0,0.0,39200,0,
BAYER S.A.,100000465,ALKA SELTZER 60 TABLETAS,1.0,28.0,0.0,2139.27,64178.0,0.0,0.0,124077.56,0.0,144100,0,
BAYER S.A.,100000477,ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS,0.0,0.0,1739.76,0.0,0.0,0.0,7.0,12178.32,0.0,18200,0,
BAYER S.A.,100000482,BAYCUTEN N CREMA 20 GR,2.0,0.0,0.0,0.0,22101.5,0.0,0.0,44203.0,0.0,61400,0,
BAYER S.A.,100000483,BAYCUTEN N CREMA 35 GR,1.0,0.0,0.0,0.0,37003.0,0.0,0.0,37003.0,0.0,50600,0,
BIOCHEM FARMACEUTICA DE C,100000556,ALGIFEN GOTAS 20 ML,1.0,0.0,0.0,0.0,24057.0,0.0,0.0,24057.0,0.0,25500,0,
BIOCHEM FARMACEUTICA DE C,100000581,ENZYMED 20 GRAGEAS,2.0,0.0,0.0,0.0,41111.5,0.0,0.0,82223.0,0.0,96800,0,
LAB.SIEGFRIED S.A,100000594,NOXPIRIN F ADUL.NOCHE PANELA LIMON 24SBS,1.0,0.0,1868.79,0.0,44851.0,0.0,7.0,57932.53,0.0,61500,0,
BIOCHEM FARMACEUTICA DE C,100000610,TUSIMED ADULTO JARABE 120 ML,1.0,0.0,0.0,0.0,26652.0,0.0,0.0,26652.0,0.0,30000,0,
BIOCHEM FARMACEUTICA DE C,100000611,TUSIMED PEDIATRICO JARABE 120 ML,1.0,0.0,0.0,0.0,18022.0,0.0,0.0,18022.0,0.0,20400,0,
EUROFARMA COLOMBIA S.A.S,100000841,VIREX LIPSTICK LABIAL 10 GR,2.0,0.0,0.0,0.0,28820.67,0.0,0.0,57641.34,0.0,67800,0,
A MENARINI LATIN AMERICA,100000885,LIOTON 1000 GEL 30 GR(3%+),1.0,0.0,0.0,0.0,56019.0,0.0,0.0,56019.0,0.0,79400,0,
A MENARINI LATIN AMERICA,100000886,LIOTON 1000 GEL TUBO 50 GR(3%+),1.0,0.0,0.0,0.0,53467.0,0.0,0.0,53467.0,0.0,85900,0,
A MENARINI LATIN AMERICA,100000891,RILATEN 10 MG 15 GRAGEAS,1.0,0.0,0.0,0.0,30797.0,0.0,0.0,30797.0,0.0,55900,0,
BOEHRINGER INGELHEIM,100000906,ATROVENT 0.025% 20 ML S/INH.(P)24450(SC),2.0,0.0,0.0,0.0,22590.5,0.0,0.0,45181.0,0.0,54800,0,
BOEHRINGER INGELHEIM,100000910,BERODUAL SOL.INH.20 ML(P)30000(SC)(SF),2.0,0.0,0.0,0.0,29099.0,0.0,0.0,58198.0,0.0,64200,0,
OPELLA HEALTHCARE COLOMBI,100000916,BISOLVON NINOS 120 ML,3.0,0.0,0.0,0.0,30901.2,0.0,0.0,92703.6,0.0,117600,0,
OPELLA HEALTHCARE COLOMBI,100000918,BUSCAPINA 20 MG 1 ML 3 AMPOLLAS,1.0,0.0,0.0,0.0,41331.0,0.0,0.0,41331.0,0.0,48700,0,
OPELLA HEALTHCARE COLOMBI,100000924,BUSCAPINA NF COMPOSITUM GOTAS 30 ML,2.0,0.0,0.0,0.0,32061.33,0.0,0.0,64122.66,0.0,83200,0,
LAB.SIEGFRIED S.A,100000929,COMPLEGEL NF 2 ML 5 AMPOLLAS (3%+)(PDB),2.0,0.0,0.0,0.0,93698.0,0.0,0.0,187396.0,0.0,191000,0,
LABORATORIOS BUSSIE S.A.,100000944,ISODINE 24 OVULOS,0.0,0.0,2225.04,0.0,0.0,0.0,16.0,35600.64,0.0,51200,0,
LABORATORIOS BUSSIE S.A.,100000945,ISODINE BUCOFARINGEO 120 ML,1.0,0.0,0.0,0.0,24962.0,0.0,0.0,24962.0,0.0,27100,0,
LABORATORIOS BUSSIE S.A.,100000955,ISODINE SOLUCION 60 ML,2.0,0.0,0.0,0.0,11794.0,0.0,0.0,23588.0,0.0,29600,0,
BOEHRINGER INGELHEIM,100000966,MOBIC 15 MG 1.5 ML 3 AMPOLLAS,1.0,0.0,0.0,0.0,53821.0,0.0,0.0,53821.0,0.0,61000,0,
DEPOSITO DE DROGAS MONACO,100001057,KENACORT I.A.10 MG 5 ML AMPOLLA,2.0,0.0,0.0,0.0,36252.0,0.0,0.0,72504.0,0.0,75800,0,
LABORATORIOS BUSSIE S.A.,100001131,GAMABENCENO PLUS CREMA 60 GR,1.0,0.0,0.0,0.0,49171.0,0.0,0.0,49171.0,0.0,57500,0,
LABORATORIOS BUSSIE S.A.,100001132,GAMABENCENO PLUS LOCION 60 GR,4.0,0.0,0.0,0.0,45483.5,0.0,0.0,181934.0,0.0,234000,0,
LABORATORIOS BUSSIE S.A.,100001137,MOLTOBEN 20MG JBE 70ML (3%+)(A)(PAE),1.0,0.0,0.0,0.0,151031.0,0.0,0.0,151031.0,0.0,165900,0,
LABORATORIOS BUSSIE S.A.,100001165,SULFAPLATA 1% CREMA 30 GR,1.0,0.0,0.0,0.0,25392.0,0.0,0.0,25392.0,0.0,29600,0,
LABORATORIOS BUSSIE S.A.,100001166,SULFAPLATA 1% CREMA 60 GR,1.0,0.0,0.0,0.0,37852.0,0.0,0.0,37852.0,0.0,42800,0,
LAB.SIEGFRIED S.A,100001183,ADOREM ACETAMINOFEN 150 MG JARABE 120 ML,2.0,0.0,0.0,0.0,8800.0,0.0,0.0,17600.0,0.0,29600,0,
LABORATORIOS CHALVER DE C,100001248,AIRMAX INH. 100 MC 200 DOSIS SALBUTAMOL,1.0,0.0,0.0,0.0,7758.5,0.0,0.0,7758.5,0.0,26400,0,
LABORATORIOS CHALVER DE C,100001261,CLOBEZAN CREMA 25 GR,1.0,0.0,0.0,0.0,39847.0,0.0,0.0,39847.0,0.0,41500,0,
LABORATORIOS CHALVER DE C,100001268,CUTAMYCON CREMA TOPICA 20 GR,4.0,0.0,0.0,0.0,6175.0,0.0,0.0,24700.0,0.0,59600,0,
LABORATORIOS CHALVER DE C,100001312,INFLACOR RETARD 3+3 MG 1 ML AMPOLLA,1.0,0.0,0.0,0.0,31821.0,0.0,0.0,31821.0,0.0,42900,0,
LABORATORIOS CHALVER DE C,100001314,LACTULAX 12 SBS JARABE 15 ML (3%+),0.0,0.0,5809.58,0.0,0.0,0.0,1.0,5809.58,0.0,8300,0,
LABORATORIOS CHALVER DE C,100001337,TRIGENTAX CREMA 20 GR,2.0,0.0,0.0,0.0,20914.5,0.0,0.0,41829.0,0.0,58600,0,
LAB.SIEGFRIED S.A,100001360,DESONIDA 0.05% CREMA 15 GR,3.0,0.0,0.0,0.0,12456.67,0.0,0.0,37370.01,0.0,51900,0,
LAB.SIEGFRIED S.A,100001362,DESONIDA 0.1% CREMA 15 GR,1.0,0.0,0.0,0.0,9952.0,0.0,0.0,9952.0,0.0,18900,0,
LAB.SIEGFRIED S.A,100001368,QUANOX IVERMECTINA 0.6% GOTAS 5 ML,1.0,0.0,0.0,0.0,14683.0,0.0,0.0,14683.0,0.0,31900,0,
LABORATORIOS ECAR S.A.,100001421,COMPLEJO B 250 TABLETAS EC,0.0,0.0,1141.04,0.0,0.0,0.0,14.0,15974.56,0.0,21000,0,
LABORATORIOS ECAR S.A.,100001422,COMPLEJO B 10 ML AMPOLLA EC,8.0,0.0,0.0,0.0,7780.75,0.0,0.0,62246.0,0.0,99200,0,
LABORATORIOS ECAR S.A.,100001427,DIPIRONA 5 ML 5 AMPOLLAS EC,1.0,0.0,0.0,0.0,29459.0,0.0,0.0,29459.0,0.0,32000,0,
LABORATORIOS ECAR S.A.,100001443,TIAMINA 1 GR 10 ML AMPOLLA EC,3.0,0.0,0.0,0.0,11138.35,0.0,0.0,33415.05,0.0,45600,0,
LABORATORIOS ECAR S.A.,100001446,VITAMINA B12 1 ML 25 AMPOLLAS EC,0.0,0.0,2944.76,0.0,0.0,0.0,24.0,70674.24,0.0,91200,0,
ESPECIALIDADES OFTALMOLOG,100001486,CLARIVIS 0.025% GOTAS 5 ML,1.0,0.0,0.0,0.0,13600.0,0.0,0.0,13600.0,0.0,18900,0,
ESPECIALIDADES OFTALMOLOG,100001489,FLOBACT GOTAS 5 ML(3%+),2.0,0.0,0.0,0.0,64201.5,0.0,0.0,128403.0,0.0,143000,0,
ESPECIALIDADES OFTALMOLOG,100001491,KENALER GOTAS 5 ML (3%+),1.0,0.0,0.0,0.0,76900.0,0.0,0.0,76900.0,0.0,90900,0,
ESPECIALIDADES OFTALMOLOG,100001492,OPHTHABRACIN D GOTAS 5 ML,1.0,0.0,0.0,0.0,59677.0,0.0,0.0,59677.0,0.0,72400,0,
EUROETIKA LTDA,100001522,ETIDOXINA 100 MG 10 CAPSULAS (3%+)(PAE),1.0,0.0,0.0,0.0,73300.0,0.0,0.0,73300.0,0.0,79400,0,
GENFAR S.A.,100001643,ACICLOVIR 200 MG 25 TABLETAS GF,2.0,1.0,0.0,1693.3,8466.5,0.0,0.0,18626.3,0.0,36400,0,
GENFAR S.A.,100001647,ACICLOVIR UNGUENTO TOPICO 15 GR GF,2.0,0.0,0.0,0.0,6289.33,0.0,0.0,12578.66,0.0,25600,0,
GENFAR S.A.,100001654,AMLODIPINO 10 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,7721.0,0.0,0.0,7721.0,0.0,11100,0,
GENFAR S.A.,100001658,AMOXICILINA 500 MG 50 CAPSULAS GF,2.0,0.0,0.0,0.0,21948.0,0.0,0.0,43896.0,0.0,68200,0,
GENFAR S.A.,100001672,AZITROMICINA 500 MG 3 TABLETAS GF,2.0,0.0,0.0,0.0,4879.17,0.0,0.0,9758.34,0.0,26400,0,
GENFAR S.A.,100001673,BETAMETASONA 0.1% CREMA 40 GR GF,2.0,0.0,0.0,0.0,14083.0,0.0,0.0,28166.0,0.0,50800,0,
GENFAR S.A.,100001674,BETAMETASONA 0.05% CREMA 40 GR GF,2.0,0.0,0.0,0.0,13003.22,0.0,0.0,26006.44,0.0,38200,0,
GENFAR S.A.,100001686,CEFALEXINA 250 MG SUSPENSION 60 ML GF,1.0,0.0,0.0,0.0,9043.0,0.0,0.0,9043.0,0.0,13300,0,
GENFAR S.A.,100001691,CETIRIZINA 10 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,4735.0,0.0,0.0,4735.0,0.0,7600,0,
GENFAR S.A.,100001693,CIPROFLOXACINO 500 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,6743.5,0.0,0.0,6743.5,0.0,9000,0,
GENFAR S.A.,100001695,CLARITROMICINA 500 MG 10 TABLETAS GF,1.0,0.0,0.0,0.0,32266.0,0.0,0.0,32266.0,0.0,48400,0,
GENFAR S.A.,100001697,CLOTRIMAZOL 1% CREMA TOPICA 40 GR GF,1.0,0.0,0.0,0.0,6695.5,0.0,0.0,6695.5,0.0,12400,0,
GENFAR S.A.,100001699,COMPLEJO B 250 TABLETAS GF,1.0,0.0,1203.08,0.0,30077.0,0.0,13.0,45717.04,0.0,91200,0,
GENFAR S.A.,100001700,DICLOFENACO 50 MG 30 TABLETAS GF,1.0,0.0,0.0,0.0,4070.0,0.0,0.0,4070.0,0.0,7400,0,
GENFAR S.A.,100001705,DICLOXACILINA 500 MG 50 CAPSULAS GF,0.0,1.0,0.0,5944.2,0.0,0.0,0.0,5944.2,0.0,10300,0,
GENFAR S.A.,100001707,DILTIAZEM 60 MG 20 TABLETAS GF,2.0,0.0,0.0,0.0,5920.33,0.0,0.0,11840.66,0.0,24800,0,
GENFAR S.A.,100001717,FLUCONAZOL 150 MG 1 CAPSULA GF,3.0,0.0,0.0,0.0,2017.0,0.0,0.0,6051.0,0.0,11400,0,
GENFAR S.A.,100001719,FLUCONAZOL 200 MG 4 CAPSULAS GF,2.0,0.0,0.0,0.0,6600.0,0.0,0.0,13200.0,0.0,30400,0,
GENFAR S.A.,100001720,FLUNARIZINA 10 MG 30 TABLETAS GF,2.0,0.0,0.0,0.0,8548.33,0.0,0.0,17096.66,0.0,24800,0,
GENFAR S.A.,100001749,KETOPROFENO 100 MG 30 TABLETAS GF,2.0,0.0,0.0,0.0,20943.0,0.0,0.0,41886.0,0.0,72800,0,
